time-step,number of winners,result list
1,8,"[('v0', 'c3'), ('v1', 'c3'), ('v2', 'c3'), ('v3', 'c3'), ('v4', 'c3'), ('v5', 'c3'), ('v6', 'c3'), ('v14', 'c19')]"
61,8,"[('v0', 'c3'), ('v1', 'c3'), ('v2', 'c3'), ('v3', 'c3'), ('v4', 'c3'), ('v5', 'c3'), ('v6', 'c3'), ('v14', 'c19')]"
121,12,"[('v0', 'c23'), ('v2', 'c23'), ('v3', 'c23'), ('v4', 'c23'), ('v5', 'c23'), ('v6', 'c23'), ('v14', 'c23'), ('v20', 'c23'), ('v23', 'c23'), ('v11', 'c25'), ('v13', 'c25'), ('v18', 'c25')]"
181,17,"[('v0', 'c9'), ('v2', 'c9'), ('v3', 'c9'), ('v4', 'c9'), ('v5', 'c9'), ('v6', 'c9'), ('v20', 'c9'), ('v8', 'c9'), ('v10', 'c9'), ('v14', 'c12'), ('v9', 'c12'), ('v23', 'c12'), ('v11', 'c12'), ('v13', 'c12'), ('v18', 'c12'), ('v7', 'c12'), ('v19', 'c12')]"
241,24,"[('v20', 'c7'), ('v23', 'c7'), ('v11', 'c7'), ('v7', 'c7'), ('v8', 'c7'), ('v10', 'c7'), ('v19', 'c7'), ('v16', 'c7'), ('v0', 'c10'), ('v2', 'c10'), ('v4', 'c10'), ('v14', 'c10'), ('v13', 'c10'), ('v18', 'c10'), ('v22', 'c10'), ('v1', 'c14'), ('v3', 'c14'), ('v5', 'c14'), ('v6', 'c14'), ('v9', 'c14'), ('v24', 'c18'), ('v12', 'c18'), ('v15', 'c18'), ('v21', 'c18')]"
301,25,"[('v0', 'c8'), ('v2', 'c8'), ('v4', 'c8'), ('v6', 'c8'), ('v14', 'c8'), ('v23', 'c8'), ('v11', 'c8'), ('v19', 'c8'), ('v15', 'c8'), ('v1', 'c18'), ('v3', 'c18'), ('v5', 'c18'), ('v9', 'c18'), ('v20', 'c26'), ('v13', 'c26'), ('v18', 'c26'), ('v7', 'c26'), ('v8', 'c26'), ('v10', 'c26'), ('v16', 'c26'), ('v22', 'c26'), ('v24', 'c26'), ('v12', 'c26'), ('v21', 'c26'), ('v17', 'c26')]"
361,18,"[('v13', 'c5'), ('v18', 'c5'), ('v7', 'c5'), ('v8', 'c5'), ('v19', 'c5'), ('v16', 'c5'), ('v12', 'c5'), ('v15', 'c5'), ('v17', 'c5'), ('v0', 'c6'), ('v2', 'c6'), ('v3', 'c6'), ('v4', 'c6'), ('v5', 'c6'), ('v6', 'c6'), ('v14', 'c6'), ('v20', 'c6'), ('v23', 'c6')]"
421,10,"[('v5', 'c16'), ('v6', 'c16'), ('v18', 'c16'), ('v7', 'c16'), ('v19', 'c16'), ('v24', 'c16'), ('v12', 'c16'), ('v15', 'c16'), ('v21', 'c16'), ('v17', 'c16')]"
481,10,"[('v5', 'c24'), ('v6', 'c24'), ('v18', 'c24'), ('v7', 'c24'), ('v19', 'c24'), ('v24', 'c24'), ('v12', 'c24'), ('v15', 'c24'), ('v21', 'c24'), ('v17', 'c24')]"
541,22,"[('v24', 'c2'), ('v12', 'c2'), ('v15', 'c2'), ('v21', 'c2'), ('v14', 'c20'), ('v11', 'c20'), ('v13', 'c20'), ('v18', 'c20'), ('v7', 'c20'), ('v8', 'c20'), ('v10', 'c20'), ('v19', 'c20'), ('v16', 'c20'), ('v17', 'c20'), ('v0', 'c24'), ('v2', 'c24'), ('v3', 'c24'), ('v5', 'c24'), ('v6', 'c24'), ('v9', 'c24'), ('v20', 'c24'), ('v23', 'c24')]"
601,25,"[('v11', 'c1'), ('v13', 'c1'), ('v18', 'c1'), ('v7', 'c1'), ('v8', 'c1'), ('v10', 'c1'), ('v19', 'c1'), ('v16', 'c1'), ('v22', 'c1'), ('v24', 'c1'), ('v21', 'c1'), ('v0', 'c2'), ('v1', 'c2'), ('v2', 'c2'), ('v3', 'c2'), ('v4', 'c2'), ('v5', 'c2'), ('v6', 'c2'), ('v20', 'c2'), ('v12', 'c11'), ('v15', 'c11'), ('v17', 'c11'), ('v14', 'c20'), ('v9', 'c20'), ('v23', 'c20')]"
661,17,"[('v24', 'c0'), ('v7', 'c4'), ('v8', 'c4'), ('v10', 'c4'), ('v16', 'c4'), ('v22', 'c4'), ('v21', 'c4'), ('v0', 'c11'), ('v2', 'c11'), ('v3', 'c11'), ('v5', 'c11'), ('v6', 'c11'), ('v14', 'c11'), ('v20', 'c11'), ('v23', 'c11'), ('v13', 'c11'), ('v18', 'c11')]"
721,13,"[('v0', 'c4'), ('v1', 'c4'), ('v2', 'c4'), ('v3', 'c4'), ('v4', 'c4'), ('v5', 'c4'), ('v6', 'c4'), ('v20', 'c4'), ('v10', 'c4'), ('v14', 'c13'), ('v9', 'c13'), ('v23', 'c13'), ('v24', 'c13')]"
781,9,"[('v0', 'c15'), ('v2', 'c15'), ('v3', 'c15'), ('v4', 'c15'), ('v5', 'c15'), ('v6', 'c15'), ('v14', 'c15'), ('v23', 'c15'), ('v10', 'c15')]"
