time-step,number of users,used cloudlets,used cpu avg,used cpu std,unused cpu,used storage avg,used storage std,unused storage,used ram avg,used ram std,unused ram
1,8,2,20.452901785714282,16.881473214285712,159.09419642857142,39.88715277777778,28.67974175347222,159.09419642857142,50.6914640727796,45.42830617804276,98.61707185444078
61,8,2,20.452901785714282,16.881473214285712,159.09419642857142,39.88715277777778,28.67974175347222,159.09419642857142,50.6914640727796,45.42830617804276,98.61707185444078
121,14,3,23.764732142857145,13.096673291212877,228.7058035714286,42.123978226273145,29.493681826539046,228.7058035714286,48.288981119791664,28.033523195157183,155.133056640625
181,18,3,38.705357142857146,24.902788280262715,183.88392857142856,57.69178602430555,33.618390450763506,183.88392857142856,69.81533117461623,34.65986524595875,90.55400647615132
241,24,4,38.836049107142856,8.19293291382572,244.65580357142858,55.40110270182292,16.097101353152947,244.65580357142858,60.918787906044415,21.56313558554225,156.32484837582234
301,25,3,56.56160714285715,21.94232423226054,130.31517857142856,77.51216182002315,23.615960810078256,130.31517857142856,84.75727282072368,0.5800001558209885,45.72818153782895
361,25,5,33.93696428571429,34.20157711312261,330.3151785714286,46.507297092013886,33.07414905402415,330.3151785714286,50.854363692434205,32.493292669574004,245.72818153782896
421,25,6,28.280803571428567,33.07271356230153,430.31517857142853,38.75608091001157,30.794659761672634,430.31517857142853,42.37863641036184,28.63285251525203,345.72818153782896
481,25,6,28.280803571428574,33.07271356230153,430.31517857142853,38.75608091001157,30.794659761672634,430.31517857142853,42.37863641036184,28.63285251525203,345.72818153782896
541,25,6,28.280803571428574,28.117088865155704,430.31517857142853,38.75608091001158,32.40541925261471,430.31517857142853,42.37863641036184,39.78222795161438,345.72818153782896
601,25,4,42.42120535714286,20.84984834263295,230.31517857142856,58.134121365017364,26.37998920497208,230.31517857142856,63.56795461554276,31.95414988005551,145.72818153782896
661,21,6,18.714211309523808,17.82890775485189,487.7147321428572,31.376591435185187,29.352485212929494,487.7147321428572,35.34974215323465,29.628554675834906,387.9015470805921
721,13,2,29.41785714285714,11.526785714285712,141.1642857142857,58.52830674913195,14.294772677951393,141.1642857142857,67.84587659333882,30.9234619140625,64.30824681332237
781,10,2,23.14799107142857,16.00111607142857,153.70401785714287,46.45860460069444,35.38343641493056,153.70401785714287,53.98350765830592,32.900358501233555,92.03298468338815
