time-step,number of users,avg latency (for the allocated)
1,25,0.12042906702787542
61,25,0.12042906702787542
121,25,0.14162318027533416
181,25,0.40030021398913057
241,25,0.08056527964206191
301,25,0.023081658867129682
361,25,0.17243340117727704
421,25,0.07275333981000319
481,25,0.1175272731938114
541,25,0.11901253329612552
601,25,0.3848105986812277
661,25,0.3756278025061973
721,25,0.20452250429116692
781,25,0.06373524114257663
841,25,0.09781199380791364
