time-step,number of winners,result list
1,24,"[('v0', 'c3'), ('v2', 'c3'), ('v3', 'c3'), ('v4', 'c3'), ('v5', 'c3'), ('v9', 'c3'), ('v10', 'c3'), ('v13', 'c3'), ('v14', 'c3'), ('v15', 'c3'), ('v17', 'c3'), ('v23', 'c3'), ('v6', 'c19'), ('v7', 'c19'), ('v8', 'c19'), ('v11', 'c19'), ('v12', 'c19'), ('v16', 'c19'), ('v18', 'c19'), ('v19', 'c19'), ('v20', 'c19'), ('v21', 'c19'), ('v22', 'c19'), ('v24', 'c19')]"
61,24,"[('v0', 'c3'), ('v2', 'c3'), ('v3', 'c3'), ('v4', 'c3'), ('v5', 'c3'), ('v9', 'c3'), ('v10', 'c3'), ('v13', 'c3'), ('v14', 'c3'), ('v15', 'c3'), ('v17', 'c3'), ('v23', 'c3'), ('v6', 'c19'), ('v7', 'c19'), ('v8', 'c19'), ('v11', 'c19'), ('v12', 'c19'), ('v16', 'c19'), ('v18', 'c19'), ('v19', 'c19'), ('v20', 'c19'), ('v21', 'c19'), ('v22', 'c19'), ('v24', 'c19')]"
121,12,"[('v2', 'c23'), ('v3', 'c23'), ('v5', 'c23'), ('v6', 'c23'), ('v7', 'c23'), ('v8', 'c23'), ('v11', 'c23'), ('v17', 'c23'), ('v18', 'c23'), ('v21', 'c23'), ('v22', 'c23'), ('v24', 'c23')]"
181,24,"[('v0', 'c12'), ('v2', 'c12'), ('v3', 'c12'), ('v4', 'c12'), ('v5', 'c12'), ('v9', 'c12'), ('v10', 'c12'), ('v13', 'c12'), ('v14', 'c12'), ('v15', 'c12'), ('v17', 'c12'), ('v23', 'c12'), ('v6', 'c25'), ('v7', 'c25'), ('v8', 'c25'), ('v11', 'c25'), ('v12', 'c25'), ('v16', 'c25'), ('v18', 'c25'), ('v19', 'c25'), ('v20', 'c25'), ('v21', 'c25'), ('v22', 'c25'), ('v24', 'c25')]"
241,12,"[('v2', 'c14'), ('v3', 'c14'), ('v5', 'c14'), ('v6', 'c14'), ('v7', 'c14'), ('v8', 'c14'), ('v11', 'c14'), ('v17', 'c14'), ('v18', 'c14'), ('v21', 'c14'), ('v22', 'c14'), ('v24', 'c14')]"
301,12,"[('v2', 'c18'), ('v3', 'c18'), ('v5', 'c18'), ('v6', 'c18'), ('v7', 'c18'), ('v8', 'c18'), ('v11', 'c18'), ('v17', 'c18'), ('v18', 'c18'), ('v21', 'c18'), ('v22', 'c18'), ('v24', 'c18')]"
361,12,"[('v2', 'c6'), ('v3', 'c6'), ('v5', 'c6'), ('v6', 'c6'), ('v7', 'c6'), ('v8', 'c6'), ('v11', 'c6'), ('v17', 'c6'), ('v18', 'c6'), ('v21', 'c6'), ('v22', 'c6'), ('v24', 'c6')]"
421,12,"[('v2', 'c5'), ('v3', 'c5'), ('v5', 'c5'), ('v6', 'c5'), ('v7', 'c5'), ('v8', 'c5'), ('v11', 'c5'), ('v17', 'c5'), ('v18', 'c5'), ('v21', 'c5'), ('v22', 'c5'), ('v24', 'c5')]"
481,12,"[('v2', 'c16'), ('v3', 'c16'), ('v5', 'c16'), ('v6', 'c16'), ('v7', 'c16'), ('v8', 'c16'), ('v11', 'c16'), ('v17', 'c16'), ('v18', 'c16'), ('v21', 'c16'), ('v22', 'c16'), ('v24', 'c16')]"
541,12,"[('v2', 'c24'), ('v3', 'c24'), ('v5', 'c24'), ('v6', 'c24'), ('v7', 'c24'), ('v8', 'c24'), ('v11', 'c24'), ('v17', 'c24'), ('v18', 'c24'), ('v21', 'c24'), ('v22', 'c24'), ('v24', 'c24')]"
601,24,"[('v0', 'c20'), ('v2', 'c20'), ('v3', 'c20'), ('v4', 'c20'), ('v5', 'c20'), ('v9', 'c20'), ('v10', 'c20'), ('v13', 'c20'), ('v14', 'c20'), ('v15', 'c20'), ('v17', 'c20'), ('v23', 'c20'), ('v6', 'c24'), ('v7', 'c24'), ('v8', 'c24'), ('v11', 'c24'), ('v12', 'c24'), ('v16', 'c24'), ('v18', 'c24'), ('v19', 'c24'), ('v20', 'c24'), ('v21', 'c24'), ('v22', 'c24'), ('v24', 'c24')]"
661,24,"[('v0', 'c2'), ('v2', 'c2'), ('v3', 'c2'), ('v4', 'c2'), ('v5', 'c2'), ('v9', 'c2'), ('v10', 'c2'), ('v13', 'c2'), ('v14', 'c2'), ('v15', 'c2'), ('v17', 'c2'), ('v23', 'c2'), ('v6', 'c20'), ('v7', 'c20'), ('v8', 'c20'), ('v11', 'c20'), ('v12', 'c20'), ('v16', 'c20'), ('v18', 'c20'), ('v19', 'c20'), ('v20', 'c20'), ('v21', 'c20'), ('v22', 'c20'), ('v24', 'c20')]"
721,12,"[('v2', 'c11'), ('v3', 'c11'), ('v5', 'c11'), ('v6', 'c11'), ('v7', 'c11'), ('v8', 'c11'), ('v11', 'c11'), ('v17', 'c11'), ('v18', 'c11'), ('v21', 'c11'), ('v22', 'c11'), ('v24', 'c11')]"
781,12,"[('v2', 'c4'), ('v3', 'c4'), ('v5', 'c4'), ('v6', 'c4'), ('v7', 'c4'), ('v8', 'c4'), ('v11', 'c4'), ('v17', 'c4'), ('v18', 'c4'), ('v21', 'c4'), ('v22', 'c4'), ('v24', 'c4')]"
841,12,"[('v2', 'c17'), ('v3', 'c17'), ('v5', 'c17'), ('v6', 'c17'), ('v7', 'c17'), ('v8', 'c17'), ('v11', 'c17'), ('v17', 'c17'), ('v18', 'c17'), ('v21', 'c17'), ('v22', 'c17'), ('v24', 'c17')]"
