time-step,number of users,exec time
1,25,0.19586634635925293
61,25,0.17119979858398438
121,25,0.16277480125427246
181,25,0.15804171562194824
241,25,0.16172552108764648
301,25,0.16201329231262207
361,25,0.1657869815826416
421,25,0.17031073570251465
481,25,0.16642379760742188
541,25,0.17279863357543945
601,25,0.1715104579925537
661,25,0.16849136352539062
721,25,0.1723954677581787
781,25,0.1691603660583496
841,25,0.17418336868286133
