time-step,number of users,avg latency (for the allocated)
1,32,0.27927434053566236
61,49,0.39071050082361297
121,69,0.24690334393442498
181,91,0.2911218285295707
241,100,0.19588006754564052
301,98,0.25839183704600194
361,91,0.21712417659875266
421,80,0.25239769333866496
481,74,0.30298049415328715
541,61,0.09368176816288327
601,45,0.15284486046554172
661,40,0.23927012247680982
721,30,0.10655225377850797
781,12,0.2614176511089568
841,3,0.28495332119796574
