time-step,number of users,exec time,pricing time,two-phases time
1,32,0.0009913444519042969,0.009999513626098633,[]
61,49,0.0012235641479492188,0.019242048263549805,[]
121,69,0.001983642578125,0.024816036224365234,[]
181,91,0.0023317337036132812,0.042694091796875,[]
241,100,0.0019774436950683594,0.02881312370300293,[]
301,98,0.002008199691772461,0.03624248504638672,[]
361,91,0.0021445751190185547,0.027875185012817383,[]
421,80,0.002140045166015625,0.028895854949951172,[]
481,74,0.0024466514587402344,0.03305625915527344,[]
541,61,0.0016531944274902344,0.010791540145874023,[]
601,45,0.0019109249114990234,0.007169008255004883,[]
661,40,0.0014879703521728516,0.009269952774047852,[]
721,30,0.0009298324584960938,0.00407099723815918,[]
781,12,0.0011138916015625,0.0029659271240234375,[]
841,3,0.001178741455078125,0.0012485980987548828,[]
