time-step,number of users,number of winners,prices
1,30,30,0
61,45,35,5508.3548143397675
121,75,58,9724.390844749165
181,91,65,34109.39868177545
241,99,80,17897.558142509966
301,100,55,30885.757431552396
361,100,62,21959.151326506722
421,100,51,26147.884514722842
481,100,65,31355.511548921888
541,100,66,32272.417812069285
601,90,67,11268.104762726638
661,59,47,11243.549822067207
721,38,34,5467.663009517032
781,19,18,2380.523215707228
