time-step,number of users,exec time
1,30,0.0010797977447509766
61,45,0.0010211467742919922
121,75,0.0013375282287597656
181,91,0.0015821456909179688
241,99,0.00162506103515625
301,100,0.001581430435180664
361,100,0.0016362667083740234
421,100,0.0019540786743164062
481,100,0.0016257762908935547
541,100,0.0020749568939208984
601,90,0.0016207695007324219
661,59,0.0012791156768798828
721,38,0.0011799335479736328
781,19,0.0007848739624023438
