time-step,number of users,number of winners,prices
1,8,7,0
61,8,7,3905.45990160428
121,14,11,3937.203689006229
181,18,12,4275.633542907707
241,24,22,7064.857847575604
301,25,19,9017.231375845626
361,25,18,9659.595215585305
421,25,12,5314.573918867161
481,25,12,5314.573918867161
541,25,19,9175.13630891454
601,25,21,9659.595215585305
661,21,14,3892.7787267393455
721,13,11,4562.853774490231
781,10,8,3921.5482538871424
