time-step,number of users,exec time
1,8,0.35393548011779785
61,8,0.3055992126464844
121,14,0.38272929191589355
181,18,0.5597207546234131
241,24,0.6329882144927979
301,25,0.6924173831939697
361,25,0.7013797760009766
421,25,0.7011442184448242
481,25,0.7643928527832031
541,25,0.6131670475006104
601,25,0.8162021636962891
661,21,0.5696144104003906
721,13,0.3839597702026367
781,10,0.32821083068847656
