time-step,number of users,used cloudlets,used cpu avg,used cpu std,unused cpu,used storage avg,used storage std,unused storage,used ram avg,used ram std,unused ram
1,8,2,18.696651785714284,15.125223214285715,162.6066964285714,34.305826822916664,23.09841579861111,162.6066964285714,48.041253340871705,42.77809544613486,103.91749331825658
61,8,2,18.696651785714284,15.125223214285715,162.6066964285714,34.305826822916664,23.09841579861111,162.6066964285714,48.041253340871705,42.77809544613486,103.91749331825658
121,14,4,18.749665178571426,14.368781583874744,325.00133928571427,31.578572591145836,24.26078567575259,325.00133928571427,40.17213520250822,34.897808925927436,239.31145918996708
181,18,5,22.520714285714284,24.517744741444563,387.39642857142854,32.38254123263889,22.633392781564396,387.39642857142854,40.82911441200658,35.98051143949386,295.8544279399671
241,24,6,25.890699404761904,22.275199084959883,444.6558035714286,36.93406846788195,22.716603970402208,444.6558035714286,40.612525270696274,30.60860354735437,356.32484837582234
301,25,8,21.210602678571426,30.265408317030843,630.3151785714286,29.067060682508686,27.900227063005243,630.3151785714286,31.78397730777138,33.00253410312365,545.728181537829
361,25,9,18.85386904761905,30.17999055670552,730.3151785714285,25.83738727334105,27.706710480439906,730.3151785714285,28.25242427357456,35.15956836583665,645.728181537829
421,25,9,18.85386904761905,29.71515900126245,730.3151785714285,25.83738727334105,27.930295223762574,730.3151785714285,28.25242427357456,31.428540936858465,645.728181537829
481,25,9,18.85386904761905,29.71515900126245,730.3151785714285,25.83738727334105,27.930295223762574,730.3151785714285,28.25242427357456,31.428540936858465,645.728181537829
541,25,9,18.853869047619046,24.560244743396044,730.3151785714285,25.837387273341047,24.39931700978853,730.3151785714285,28.25242427357456,28.900916010493436,645.728181537829
601,25,7,24.240688775510204,31.003736160501237,530.3151785714285,33.21949792286706,27.39147554531248,530.3151785714285,36.32454549459586,28.95947340205047,445.72818153782896
661,21,7,16.040752551020407,16.079792697932824,587.7147321428572,26.894221230158735,20.811042205335433,587.7147321428572,30.299778988486846,32.13798125520476,487.9015470805921
721,13,4,14.708928571428572,15.29924998435235,341.1642857142857,29.26415337456597,25.45615797039866,341.1642857142857,33.92293829666941,37.86287893214745,264.3082468133224
781,10,3,15.43199404761905,16.815058555970516,253.70401785714284,30.972403067129633,27.98357524653567,253.70401785714284,35.98900510553728,43.4265631831317,192.03298468338818
