time-step,number of users,used cloudlets,used cpu avg,used cpu std,unused cpu,used storage avg,used storage std,unused storage,used ram avg,used ram std,unused ram
1,32,4,42.402008928571426,11.147329806925878,230.39196428571427,64.02926974826389,19.965069822711882,230.39196428571427,61.532271535773035,10.354584011089814,153.87091385690786
61,49,6,50.872395833333336,21.20535879294584,294.765625,71.16993091724537,15.563464146804515,294.765625,70.41781241433664,26.14203693287017,177.49312551398026
121,69,8,47.093191964285715,29.882963433117233,423.25446428571433,61.34558783637152,30.367394946179637,423.25446428571433,61.342741313733555,30.628517758583193,309.25806949013156
181,91,9,56.939632936507934,27.91617468962004,387.54330357142857,69.96949749228395,20.000928409448985,387.54330357142857,74.42170081779972,16.522198991118636,230.20469263980266
241,100,6,70.52053571428571,26.90117214458219,176.87678571428572,85.03169307002315,6.726924128215956,176.87678571428572,81.83004814281799,11.4864496210705,109.0197111430921
301,98,8,66.9615513392857,28.95589679900564,264.3075892857143,78.06421915690103,18.579152379690747,264.3075892857143,79.61341456363076,23.5809548709464,163.09268349095396
361,91,6,68.74464285714285,24.5972418948326,187.53214285714284,80.65366391782406,13.012147370881006,187.53214285714284,86.6270901864035,15.474411896822073,80.23745888157895
421,80,7,67.36964285714285,26.338143717676548,228.4125,76.94605267237102,12.272639780973552,228.4125,76.71201318726504,22.236387287165165,163.01590768914474
481,74,8,60.47912946428572,28.912174062662867,316.16696428571424,71.26964992947048,24.906344684358757,316.16696428571424,70.92851337633635,26.381852230285023,232.57189298930925
541,61,4,59.38113839285714,35.59128865526561,162.47544642857142,65.07534450954861,35.62714584982145,162.47544642857142,59.52726665296053,34.085974307646715,161.8909333881579
601,45,3,55.24866071428571,39.64561135226836,134.25401785714286,55.29717339409722,31.23167784671871,134.25401785714286,58.24745579769737,38.51095405301039,125.25763260690789
661,40,3,83.27261904761905,21.098466527789718,50.18214285714285,82.29279694733796,8.470040935692754,50.18214285714285,75.3869843064693,10.938526225222578,73.83904708059211
721,30,2,68.65825892857143,31.173437499999995,62.68348214285715,69.74758572048611,8.045111762152775,62.68348214285715,62.44956568667763,11.209588301809216,75.10086862664474
781,12,2,45.37299107142857,38.238169642857144,109.25401785714286,53.13788519965278,42.00439453125001,109.25401785714286,59.970735248766445,38.904611687911185,80.05852950246711
841,3,1,23.101785714285715,0.0,76.89821428571429,24.346923828125,0.0,76.89821428571429,32.898912931743425,0.0,67.10108706825658
