time-step,number of users,exec time
1,30,0.33085012435913086
61,30,0.30138134956359863
121,30,0.2405376434326172
181,30,0.24880480766296387
241,30,0.28614258766174316
301,28,0.29741835594177246
361,28,0.28658294677734375
421,23,0.23490118980407715
481,21,0.21490097045898438
541,15,0.15336108207702637
601,15,0.16719865798950195
661,13,0.15885710716247559
721,9,0.10973238945007324
781,7,0.07390546798706055
841,6,0.05874776840209961
