time-step,number of users,exec time
1,100,42.81061410903931
61,100,46.99081802368164
121,100,39.96829652786255
181,100,40.57512712478638
241,99,51.705161571502686
301,97,50.51734638214111
361,92,51.85397982597351
421,74,36.638158082962036
481,67,32.86412596702576
541,61,33.62903714179993
601,48,27.117350339889526
661,39,28.60072898864746
721,32,28.905505418777466
781,21,26.92448353767395
841,13,20.80638337135315
901,10,19.69289207458496
961,3,18.487961769104004
