time-step,number of users,used cloudlets,used cpu avg,used cpu std,unused cpu,used storage avg,used storage std,unused storage,used ram avg,used ram std,unused ram
1,100,15,58.37746666666667,24.091873578357404,624.338,55992.13333333333,42617.0429568057,60600118,76134.13333333333,42614.781267953906,1315588
61,100,18,53.98811111111111,26.07098720776899,828.214,49386.166666666664,44579.15183661778,72839049,68908.66666666667,45356.24565591822,1708764
121,100,16,66.73837499999999,30.561017317562825,532.186,58640.8125,43804.3266530527,64597747,83656.3125,47369.47134325909,1282939
181,100,17,66.59152941176471,28.199885575732907,567.9440000000001,58084.0,36183.603867270176,68644572,88381.64705882352,47140.32574938134,1282792
241,99,23,49.91343478260869,23.732815087656103,1151.991,42929.95652173913,35628.35345922543,93220611,63897.565217391304,36827.975388314095,2298676
301,97,22,52.000090909090915,25.915034705936964,1055.9979999999998,44746.545454545456,38060.78196746891,89127576,66622.27272727272,40355.13495340386,2138790
361,92,19,58.323684210526324,28.282569564370117,791.85,50802.57894736842,33330.335590263065,76858751,75192.21052631579,38076.43141530072,1684308
421,74,17,55.299882352941175,22.64448772005687,759.902,48005.529411764706,29159.985159194253,68815906,76787.58823529411,37373.601480911355,1479891
481,67,13,66.48707692307693,27.323478502116476,435.66800000000006,57525.692307692305,34893.086012042375,52500166,96341.07692307692,39367.70834162189,877486
541,61,18,53.12922222222222,27.627164869533665,843.6739999999998,47393.0,30138.98448484583,72874926,98932.5,42913.15955540652,1168335
601,48,16,42.7596875,28.73393425185357,915.8449999999999,41665.5,27797.41946431359,64869352,89296.0625,51501.92846446232,1192703
661,39,14,37.43035714285714,28.71759786414481,875.975,37076.642857142855,29083.12070995119,56824927,81028.28571428571,31249.577554695665,1159364
721,32,13,36.322923076923075,25.56277489891394,827.802,34195.61538461538,22552.477566567548,52803457,77495.23076923077,28258.01550044993,1122482
781,21,6,47.3245,28.314287022337915,316.053,46376.833333333336,29724.25112831085,24297739,98935.33333333333,45157.769762122756,389428
841,13,4,46.95425,25.314665140734135,212.18299999999996,43377.75,20068.39063521288,16210489,93045.5,27657.950299145454,283178
901,10,4,39.97125,26.296913643762455,240.11499999999998,34351.5,16315.346280419548,16246594,71549.75,35206.47662984043,369161
961,3,1,64.08,0.0,35.92,49239.0,0.0,4046761,163430.0,0.0,410
