time-step,number of users,exec time,pricing time,two-phases time
1,32,1.429535150527954,31.9606351852417,"[0.015481948852539062, 1.4135143756866455]"
61,49,1.1240334510803223,90.56524753570557,"[0.036055564880371094, 1.0875232219696045]"
121,69,1.566728115081787,115.44343519210815,"[0.03246021270751953, 1.5337913036346436]"
181,91,2.08524227142334,188.9821527004242,"[0.04080557823181152, 2.043964147567749]"
241,100,2.2747628688812256,165.8146743774414,"[0.03136897087097168, 2.2429027557373047]"
301,98,2.2511096000671387,187.37827920913696,"[0.03723645210266113, 2.213383674621582]"
361,91,2.081780195236206,173.70544409751892,"[0.0364077091217041, 2.044862985610962]"
421,80,1.8177077770233154,117.08204817771912,"[0.02802753448486328, 1.7892091274261475]"
481,74,1.691697597503662,139.43918800354004,"[0.03552079200744629, 1.6556909084320068]"
541,61,1.3769047260284424,49.71133542060852,"[0.01634526252746582, 1.3601045608520508]"
601,45,1.0222828388214111,31.705843210220337,"[0.01395726203918457, 1.0078444480895996]"
661,40,0.9059484004974365,23.10900330543518,"[0.011567115783691406, 0.8939192295074463]"
721,30,0.7100925445556641,10.712872743606567,"[0.007039070129394531, 0.7026400566101074]"
781,12,0.29935193061828613,6.5023884773254395,"[0.011008262634277344, 0.2879152297973633]"
841,3,0.07831072807312012,0.23616290092468262,"[0.00164031982421875, 0.07626771926879883]"
