time-step,number of users,exec time,pricing time,two-phases time
1,73,0.00160980224609375,0.05344438552856445,[]
61,101,0.0018911361694335938,0.07633495330810547,[]
121,130,0.0023703575134277344,0.10915350914001465,[]
181,163,0.003141641616821289,0.12840986251831055,[]
241,205,0.0037941932678222656,0.2524452209472656,[]
301,234,0.0034852027893066406,0.1375880241394043,[]
361,246,0.004233360290527344,0.26785707473754883,[]
421,248,0.004512786865234375,0.20557451248168945,[]
481,250,0.0040283203125,0.2339005470275879,[]
541,250,0.0037534236907958984,0.1799793243408203,[]
601,250,0.004029989242553711,0.20807647705078125,[]
661,250,0.004297971725463867,0.1940782070159912,[]
721,250,0.003573179244995117,0.22618889808654785,[]
781,250,0.003695964813232422,0.21713709831237793,[]
841,247,0.0035076141357421875,0.2112569808959961,[]
901,243,0.0035500526428222656,0.21135306358337402,[]
961,227,0.0035333633422851562,0.18895554542541504,[]
1021,207,0.004189014434814453,0.1798691749572754,[]
1081,184,0.005916595458984375,0.31078314781188965,[]
1141,151,0.005329132080078125,0.2453162670135498,[]
1201,133,0.002857208251953125,0.10523176193237305,[]
1261,105,0.0029828548431396484,0.06044435501098633,[]
1321,77,0.0019898414611816406,0.0505979061126709,[]
1381,55,0.0016181468963623047,0.03136301040649414,[]
1441,40,0.05912947654724121,0.020710229873657227,[]
1501,35,0.0013246536254882812,0.02137899398803711,[]
1561,17,0.0011091232299804688,0.009244680404663086,[]
1621,14,0.0009975433349609375,0.007393360137939453,[]
1681,11,0.000989675521850586,0.005720615386962891,[]
1741,10,0.0009067058563232422,0.005181789398193359,[]
1801,8,0.00102996826171875,0.004178285598754883,[]
1861,8,0.0017518997192382812,0.0076236724853515625,[]
1921,7,0.001020193099975586,0.003653287887573242,[]
