time-step,number of users,exec time,pricing time,two-phases time
1,73,0.0016384124755859375,0.05376601219177246,[]
61,101,0.002171754837036133,0.07869124412536621,[]
121,130,0.002511739730834961,0.11008214950561523,[]
181,163,0.0029897689819335938,0.12699222564697266,[]
241,205,0.0038843154907226562,0.2469477653503418,[]
301,234,0.003549814224243164,0.14493775367736816,[]
361,246,0.0039060115814208984,0.25731992721557617,[]
421,248,0.004622936248779297,0.21061348915100098,[]
481,250,0.0042841434478759766,0.25352048873901367,[]
541,250,0.003843545913696289,0.2049412727355957,[]
601,250,0.003530740737915039,0.2238905429840088,[]
661,250,0.0034940242767333984,0.18595504760742188,[]
721,250,0.006732940673828125,0.5153756141662598,[]
781,250,0.0035364627838134766,0.20663785934448242,[]
841,247,0.0035247802734375,0.23563599586486816,[]
901,243,0.004200935363769531,0.24019503593444824,[]
961,227,0.0037314891815185547,0.20402288436889648,[]
1021,207,0.007028818130493164,0.39238643646240234,[]
1081,184,0.003330230712890625,0.15605592727661133,[]
1141,151,0.002832651138305664,0.12094926834106445,[]
1201,133,0.002579927444458008,0.10581421852111816,[]
1261,105,0.0026280879974365234,0.06957793235778809,[]
1321,77,0.0018267631530761719,0.05129742622375488,[]
1381,55,0.0016336441040039062,0.03371858596801758,[]
1441,40,0.0019073486328125,0.07745170593261719,[]
1501,35,0.001255035400390625,0.02137613296508789,[]
1561,17,0.0010404586791992188,0.009377479553222656,[]
1621,14,0.0011458396911621094,0.008036613464355469,[]
1681,11,0.0011208057403564453,0.006248950958251953,[]
1741,10,0.0015990734100341797,0.010873794555664062,[]
1801,8,0.001676321029663086,0.008536338806152344,[]
1861,8,0.0016143321990966797,0.008296012878417969,[]
1921,7,0.001016855239868164,0.00376129150390625,[]
