time-step,number of users,exec time,pricing time,two-phases time
1,32,0.0011899471282958984,0.010239839553833008,[]
61,49,0.0013196468353271484,0.019148826599121094,[]
121,69,0.003354787826538086,0.04694390296936035,[]
181,91,0.003760099411010742,0.08110547065734863,[]
241,100,0.003826141357421875,0.06614184379577637,[]
301,98,0.0038068294525146484,0.09588146209716797,[]
361,91,0.0017468929290771484,0.028573274612426758,[]
421,80,0.0016279220581054688,0.03334999084472656,[]
481,74,0.001961946487426758,0.034010887145996094,[]
541,61,0.0019605159759521484,0.013636589050292969,[]
601,45,0.0013303756713867188,0.007040500640869141,[]
661,40,0.0015859603881835938,0.01181173324584961,[]
721,30,0.001032114028930664,0.00412297248840332,[]
781,12,0.0009520053863525391,0.002942800521850586,[]
841,3,0.0007877349853515625,0.0009746551513671875,[]
