time-step,number of users,exec time,pricing time,two-phases time
1,32,0.7511889934539795,26.31627631187439,"[0.01585078239440918, 0.7347304821014404]"
61,49,2.2266933917999268,176.58662462234497,"[0.06957268714904785, 2.1563243865966797]"
121,69,3.0807127952575684,215.38470888137817,"[0.06171679496765137, 3.0182459354400635]"
181,91,2.162574291229248,194.11379313468933,"[0.04390883445739746, 2.1180825233459473]"
241,100,2.330073833465576,169.8402020931244,"[0.032161712646484375, 2.297431468963623]"
301,98,2.3189244270324707,191.7801330089569,"[0.039498329162597656, 2.278853416442871]"
361,91,2.1312665939331055,177.91556978225708,"[0.037296295166015625, 2.093461275100708]"
421,80,1.866469144821167,119.85561728477478,"[0.02866816520690918, 1.8373451232910156]"
481,74,1.7338385581970215,142.64053654670715,"[0.03650236129760742, 1.696829080581665]"
541,61,1.3590939044952393,49.67397713661194,"[0.016031503677368164, 1.3426728248596191]"
601,45,1.0356125831604004,31.38018822669983,"[0.014074563980102539, 1.021148681640625]"
661,40,0.9196381568908691,22.69470191001892,"[0.011359930038452148, 0.9078607559204102]"
721,30,0.6800045967102051,10.284922361373901,"[0.006912946701049805, 0.6726830005645752]"
781,12,0.28261709213256836,5.994014024734497,"[0.010383129119873047, 0.2718534469604492]"
841,3,0.07118058204650879,0.2162337303161621,"[0.0014867782592773438, 0.06932950019836426]"
