time-step,number of users,number of winners,prices
1,32,32,0
61,49,49,0
121,69,56,7415.806944507713
181,91,79,14039.151539556537
241,100,58,23591.04922070809
301,98,72,24335.04642698133
361,91,61,13036.464659923233
421,80,65,16446.0810317871
481,74,69,6017.889060420031
541,61,34,10148.533944016513
601,45,26,5996.858344567428
661,40,31,11687.840754167142
721,30,19,5928.925956352671
781,12,12,0
841,3,3,0
