time-step,number of winners,result list
1,32,"[('v8', 'cpuIntensive', 'c45'), ('v5', 'ramIntensive', 'c50'), ('v3', 'ramIntensive', 'c10'), ('v11', 'cpuIntensive', 'c50'), ('v22', 'cpuIntensive', 'c10'), ('v19', 'ramIntensive', 'c50'), ('v62', 'cpuIntensive', 'c0'), ('v20', 'ramIntensive', 'c0'), ('v1', 'ramIntensive', 'c45'), ('v95', 'ramIntensive', 'c0'), ('v7', 'cpuIntensive', 'c45'), ('v24', 'gp1', 'c45'), ('v13', 'gp1', 'c45'), ('v21', 'gp1', 'c0'), ('v10', 'gp1', 'c10'), ('v18', 'gp1', 'c10'), ('v35', 'gp1', 'c50'), ('v6', 'gp1', 'c50'), ('v14', 'gp1', 'c50'), ('v0', 'gp1', 'c45'), ('v25', 'gp1', 'c45'), ('v23', 'gp1', 'c10'), ('v76', 'gp2', 'c50'), ('v17', 'gp2', 'c10'), ('v27', 'gp2', 'c0'), ('v2', 'gp2', 'c10'), ('v43', 'gp2', 'c45'), ('v9', 'gp2', 'c45'), ('v15', 'gp2', 'c50'), ('v12', 'gp2', 'c45'), ('v16', 'gp2', 'c45'), ('v4', 'gp2', 'c45')]"
61,49,"[('v8', 'cpuIntensive', 'c21'), ('v5', 'ramIntensive', 'c5'), ('v40', 'cpuIntensive', 'c48'), ('v3', 'ramIntensive', 'c9'), ('v11', 'cpuIntensive', 'c5'), ('v22', 'cpuIntensive', 'c9'), ('v19', 'ramIntensive', 'c5'), ('v44', 'cpuIntensive', 'c48'), ('v62', 'cpuIntensive', 'c48'), ('v30', 'ramIntensive', 'c5'), ('v73', 'cpuIntensive', 'c21'), ('v33', 'cpuIntensive', 'c5'), ('v90', 'ramIntensive', 'c21'), ('v20', 'ramIntensive', 'c48'), ('v89', 'cpuIntensive', 'c21'), ('v54', 'cpuIntensive', 'c9'), ('v1', 'ramIntensive', 'c21'), ('v95', 'ramIntensive', 'c48'), ('v98', 'ramIntensive', 'c9'), ('v92', 'ramIntensive', 'c25'), ('v7', 'cpuIntensive', 'c21'), ('v24', 'gp1', 'c21'), ('v13', 'gp1', 'c21'), ('v46', 'gp1', 'c5'), ('v21', 'gp1', 'c48'), ('v10', 'gp1', 'c9'), ('v18', 'gp1', 'c9'), ('v35', 'gp1', 'c5'), ('v6', 'gp1', 'c5'), ('v14', 'gp1', 'c5'), ('v0', 'gp1', 'c21'), ('v69', 'gp1', 'c5'), ('v25', 'gp1', 'c21'), ('v23', 'gp1', 'c9'), ('v76', 'gp2', 'c5'), ('v17', 'gp2', 'c9'), ('v27', 'gp2', 'c48'), ('v2', 'gp2', 'c9'), ('v83', 'gp2', 'c30'), ('v78', 'gp2', 'c9'), ('v43', 'gp2', 'c21'), ('v9', 'gp2', 'c34'), ('v15', 'gp2', 'c30'), ('v26', 'gp2', 'c30'), ('v85', 'gp2', 'c34'), ('v12', 'gp2', 'c34'), ('v72', 'gp2', 'c30'), ('v16', 'gp2', 'c34'), ('v4', 'gp2', 'c34')]"
121,56,"[('v8', 'cpuIntensive', 'c21'), ('v67', 'ramIntensive', 'c26'), ('v5', 'ramIntensive', 'c26'), ('v40', 'cpuIntensive', 'c37'), ('v93', 'cpuIntensive', 'c37'), ('v3', 'ramIntensive', 'c46'), ('v11', 'cpuIntensive', 'c26'), ('v22', 'cpuIntensive', 'c46'), ('v84', 'cpuIntensive', 'c37'), ('v19', 'ramIntensive', 'c26'), ('v44', 'cpuIntensive', 'c37'), ('v62', 'cpuIntensive', 'c37'), ('v28', 'cpuIntensive', 'c37'), ('v57', 'ramIntensive', 'c10'), ('v99', 'ramIntensive', 'c3'), ('v30', 'ramIntensive', 'c26'), ('v73', 'cpuIntensive', 'c21'), ('v90', 'ramIntensive', 'c21'), ('v20', 'ramIntensive', 'c37'), ('v89', 'cpuIntensive', 'c21'), ('v56', 'ramIntensive', 'c40'), ('v64', 'cpuIntensive', 'c40'), ('v54', 'cpuIntensive', 'c46'), ('v1', 'ramIntensive', 'c21'), ('v98', 'ramIntensive', 'c46'), ('v7', 'cpuIntensive', 'c21'), ('v24', 'gp1', 'c21'), ('v13', 'gp1', 'c21'), ('v46', 'gp1', 'c26'), ('v21', 'gp1', 'c37'), ('v10', 'gp1', 'c46'), ('v75', 'gp1', 'c3'), ('v18', 'gp1', 'c46'), ('v35', 'gp1', 'c26'), ('v6', 'gp1', 'c26'), ('v68', 'gp1', 'c37'), ('v0', 'gp1', 'c21'), ('v69', 'gp1', 'c26'), ('v25', 'gp1', 'c21'), ('v48', 'gp1', 'c10'), ('v23', 'gp1', 'c46'), ('v59', 'gp1', 'c10'), ('v17', 'gp2', 'c46'), ('v82', 'gp2', 'c37'), ('v51', 'gp2', 'c3'), ('v2', 'gp2', 'c46'), ('v74', 'gp2', 'c3'), ('v78', 'gp2', 'c46'), ('v43', 'gp2', 'c21'), ('v9', 'gp2', 'c34'), ('v42', 'gp2', 'c10'), ('v88', 'gp2', 'c3'), ('v85', 'gp2', 'c34'), ('v12', 'gp2', 'c34'), ('v16', 'gp2', 'c34'), ('v4', 'gp2', 'c34')]"
181,79,"[('v52', 'cpuIntensive', 'c12'), ('v47', 'ramIntensive', 'c50'), ('v8', 'cpuIntensive', 'c3'), ('v67', 'ramIntensive', 'c18'), ('v5', 'ramIntensive', 'c18'), ('v40', 'cpuIntensive', 'c12'), ('v93', 'cpuIntensive', 'c12'), ('v3', 'ramIntensive', 'c17'), ('v97', 'ramIntensive', 'c12'), ('v11', 'cpuIntensive', 'c18'), ('v22', 'cpuIntensive', 'c17'), ('v84', 'cpuIntensive', 'c12'), ('v53', 'ramIntensive', 'c10'), ('v19', 'ramIntensive', 'c18'), ('v44', 'cpuIntensive', 'c12'), ('v45', 'cpuIntensive', 'c30'), ('v62', 'cpuIntensive', 'c12'), ('v28', 'cpuIntensive', 'c39'), ('v57', 'ramIntensive', 'c10'), ('v36', 'ramIntensive', 'c30'), ('v34', 'cpuIntensive', 'c10'), ('v99', 'ramIntensive', 'c50'), ('v31', 'cpuIntensive', 'c39'), ('v30', 'ramIntensive', 'c18'), ('v73', 'cpuIntensive', 'c3'), ('v33', 'cpuIntensive', 'c1'), ('v90', 'ramIntensive', 'c3'), ('v80', 'ramIntensive', 'c30'), ('v20', 'ramIntensive', 'c39'), ('v89', 'cpuIntensive', 'c3'), ('v56', 'ramIntensive', 'c39'), ('v91', 'cpuIntensive', 'c10'), ('v64', 'cpuIntensive', 'c39'), ('v54', 'cpuIntensive', 'c17'), ('v1', 'ramIntensive', 'c3'), ('v95', 'ramIntensive', 'c39'), ('v98', 'ramIntensive', 'c17'), ('v96', 'cpuIntensive', 'c5'), ('v92', 'ramIntensive', 'c1'), ('v7', 'cpuIntensive', 'c3'), ('v24', 'gp1', 'c3'), ('v13', 'gp1', 'c3'), ('v46', 'gp1', 'c18'), ('v21', 'gp1', 'c12'), ('v10', 'gp1', 'c17'), ('v75', 'gp1', 'c50'), ('v18', 'gp1', 'c17'), ('v35', 'gp1', 'c18'), ('v6', 'gp1', 'c18'), ('v41', 'gp1', 'c12'), ('v79', 'gp1', 'c17'), ('v71', 'gp1', 'c30'), ('v68', 'gp1', 'c12'), ('v77', 'gp1', 'c12'), ('v14', 'gp1', 'c1'), ('v0', 'gp1', 'c3'), ('v69', 'gp1', 'c18'), ('v70', 'gp1', 'c17'), ('v60', 'gp1', 'c39'), ('v25', 'gp1', 'c3'), ('v55', 'gp1', 'c39'), ('v48', 'gp1', 'c10'), ('v23', 'gp1', 'c17'), ('v37', 'gp1', 'c30'), ('v59', 'gp1', 'c10'), ('v76', 'gp2', 'c1'), ('v17', 'gp2', 'c17'), ('v51', 'gp2', 'c50'), ('v2', 'gp2', 'c17'), ('v83', 'gp2', 'c1'), ('v74', 'gp2', 'c50'), ('v81', 'gp2', 'c1'), ('v49', 'gp2', 'c1'), ('v32', 'gp2', 'c1'), ('v78', 'gp2', 'c17'), ('v43', 'gp2', 'c3'), ('v15', 'gp2', 'c1'), ('v42', 'gp2', 'c10'), ('v88', 'gp2', 'c50')]"
241,58,"[('v61', 'cpuIntensive', 'c28'), ('v52', 'cpuIntensive', 'c28'), ('v47', 'ramIntensive', 'c5'), ('v8', 'cpuIntensive', 'c5'), ('v67', 'ramIntensive', 'c29'), ('v5', 'ramIntensive', 'c29'), ('v40', 'cpuIntensive', 'c28'), ('v93', 'cpuIntensive', 'c28'), ('v65', 'cpuIntensive', 'c28'), ('v3', 'ramIntensive', 'c26'), ('v97', 'ramIntensive', 'c28'), ('v11', 'cpuIntensive', 'c29'), ('v22', 'cpuIntensive', 'c26'), ('v84', 'cpuIntensive', 'c28'), ('v53', 'ramIntensive', 'c26'), ('v19', 'ramIntensive', 'c29'), ('v45', 'cpuIntensive', 'c5'), ('v63', 'ramIntensive', 'c5'), ('v57', 'ramIntensive', 'c26'), ('v36', 'ramIntensive', 'c5'), ('v34', 'cpuIntensive', 'c26'), ('v30', 'ramIntensive', 'c29'), ('v73', 'cpuIntensive', 'c5'), ('v33', 'cpuIntensive', 'c35'), ('v90', 'ramIntensive', 'c25'), ('v89', 'cpuIntensive', 'c25'), ('v91', 'cpuIntensive', 'c26'), ('v1', 'ramIntensive', 'c25'), ('v92', 'ramIntensive', 'c35'), ('v7', 'cpuIntensive', 'c25'), ('v24', 'gp1', 'c5'), ('v13', 'gp1', 'c5'), ('v46', 'gp1', 'c29'), ('v21', 'gp1', 'c28'), ('v38', 'gp1', 'c5'), ('v10', 'gp1', 'c26'), ('v18', 'gp1', 'c26'), ('v35', 'gp1', 'c29'), ('v6', 'gp1', 'c29'), ('v39', 'gp1', 'c26'), ('v41', 'gp1', 'c28'), ('v79', 'gp1', 'c26'), ('v68', 'gp1', 'c28'), ('v77', 'gp1', 'c28'), ('v14', 'gp1', 'c35'), ('v0', 'gp1', 'c25'), ('v69', 'gp1', 'c29'), ('v25', 'gp1', 'c25'), ('v76', 'gp2', 'c35'), ('v83', 'gp2', 'c35'), ('v81', 'gp2', 'c35'), ('v49', 'gp2', 'c35'), ('v32', 'gp2', 'c35'), ('v43', 'gp2', 'c25'), ('v9', 'gp2', 'c25'), ('v15', 'gp2', 'c35'), ('v85', 'gp2', 'c25'), ('v12', 'gp2', 'c25')]"
301,72,"[('v61', 'cpuIntensive', 'c28'), ('v52', 'cpuIntensive', 'c28'), ('v47', 'ramIntensive', 'c25'), ('v8', 'cpuIntensive', 'c16'), ('v67', 'ramIntensive', 'c43'), ('v5', 'ramIntensive', 'c43'), ('v40', 'cpuIntensive', 'c28'), ('v93', 'cpuIntensive', 'c28'), ('v65', 'cpuIntensive', 'c28'), ('v3', 'ramIntensive', 'c5'), ('v97', 'ramIntensive', 'c28'), ('v11', 'cpuIntensive', 'c43'), ('v22', 'cpuIntensive', 'c5'), ('v84', 'cpuIntensive', 'c28'), ('v53', 'ramIntensive', 'c5'), ('v19', 'ramIntensive', 'c43'), ('v44', 'cpuIntensive', 'c50'), ('v45', 'cpuIntensive', 'c25'), ('v63', 'ramIntensive', 'c25'), ('v62', 'cpuIntensive', 'c50'), ('v66', 'cpuIntensive', 'c50'), ('v28', 'cpuIntensive', 'c50'), ('v57', 'ramIntensive', 'c5'), ('v36', 'ramIntensive', 'c25'), ('v34', 'cpuIntensive', 'c5'), ('v99', 'ramIntensive', 'c16'), ('v31', 'cpuIntensive', 'c50'), ('v30', 'ramIntensive', 'c43'), ('v73', 'cpuIntensive', 'c25'), ('v90', 'ramIntensive', 'c16'), ('v20', 'ramIntensive', 'c50'), ('v89', 'cpuIntensive', 'c16'), ('v56', 'ramIntensive', 'c50'), ('v91', 'cpuIntensive', 'c5'), ('v54', 'cpuIntensive', 'c30'), ('v1', 'ramIntensive', 'c16'), ('v98', 'ramIntensive', 'c30'), ('v96', 'cpuIntensive', 'c25'), ('v7', 'cpuIntensive', 'c16'), ('v24', 'gp1', 'c16'), ('v13', 'gp1', 'c16'), ('v21', 'gp1', 'c28'), ('v38', 'gp1', 'c16'), ('v10', 'gp1', 'c5'), ('v75', 'gp1', 'c25'), ('v18', 'gp1', 'c5'), ('v35', 'gp1', 'c43'), ('v6', 'gp1', 'c43'), ('v39', 'gp1', 'c25'), ('v41', 'gp1', 'c28'), ('v79', 'gp1', 'c5'), ('v71', 'gp1', 'c25'), ('v68', 'gp1', 'c28'), ('v77', 'gp1', 'c28'), ('v14', 'gp1', 'c43'), ('v0', 'gp1', 'c26'), ('v69', 'gp1', 'c43'), ('v70', 'gp1', 'c5'), ('v50', 'gp1', 'c50'), ('v86', 'gp1', 'c50'), ('v60', 'gp1', 'c50'), ('v25', 'gp1', 'c16'), ('v23', 'gp1', 'c30'), ('v17', 'gp2', 'c30'), ('v2', 'gp2', 'c30'), ('v78', 'gp2', 'c30'), ('v43', 'gp2', 'c26'), ('v9', 'gp2', 'c26'), ('v85', 'gp2', 'c26'), ('v12', 'gp2', 'c26'), ('v16', 'gp2', 'c26'), ('v4', 'gp2', 'c26')]"
361,61,"[('v61', 'cpuIntensive', 'c50'), ('v52', 'cpuIntensive', 'c50'), ('v47', 'ramIntensive', 'c43'), ('v8', 'cpuIntensive', 'c38'), ('v5', 'ramIntensive', 'c11'), ('v40', 'cpuIntensive', 'c50'), ('v93', 'cpuIntensive', 'c50'), ('v65', 'cpuIntensive', 'c50'), ('v3', 'ramIntensive', 'c30'), ('v97', 'ramIntensive', 'c50'), ('v11', 'cpuIntensive', 'c11'), ('v22', 'cpuIntensive', 'c30'), ('v84', 'cpuIntensive', 'c50'), ('v53', 'ramIntensive', 'c30'), ('v19', 'ramIntensive', 'c11'), ('v45', 'cpuIntensive', 'c43'), ('v63', 'ramIntensive', 'c43'), ('v57', 'ramIntensive', 'c30'), ('v36', 'ramIntensive', 'c43'), ('v34', 'cpuIntensive', 'c30'), ('v99', 'ramIntensive', 'c43'), ('v73', 'cpuIntensive', 'c38'), ('v90', 'ramIntensive', 'c38'), ('v89', 'cpuIntensive', 'c38'), ('v91', 'cpuIntensive', 'c30'), ('v54', 'cpuIntensive', 'c3'), ('v1', 'ramIntensive', 'c38'), ('v98', 'ramIntensive', 'c3'), ('v92', 'ramIntensive', 'c11'), ('v7', 'cpuIntensive', 'c38'), ('v24', 'gp1', 'c38'), ('v13', 'gp1', 'c38'), ('v21', 'gp1', 'c50'), ('v38', 'gp1', 'c43'), ('v10', 'gp1', 'c30'), ('v75', 'gp1', 'c43'), ('v18', 'gp1', 'c30'), ('v6', 'gp1', 'c11'), ('v39', 'gp1', 'c43'), ('v41', 'gp1', 'c50'), ('v79', 'gp1', 'c30'), ('v71', 'gp1', 'c43'), ('v68', 'gp1', 'c50'), ('v77', 'gp1', 'c50'), ('v14', 'gp1', 'c11'), ('v0', 'gp1', 'c38'), ('v69', 'gp1', 'c11'), ('v70', 'gp1', 'c30'), ('v25', 'gp1', 'c38'), ('v48', 'gp1', 'c3'), ('v23', 'gp1', 'c3'), ('v59', 'gp1', 'c3'), ('v76', 'gp2', 'c11'), ('v17', 'gp2', 'c3'), ('v2', 'gp2', 'c3'), ('v32', 'gp2', 'c11'), ('v78', 'gp2', 'c3'), ('v43', 'gp2', 'c38'), ('v15', 'gp2', 'c11'), ('v26', 'gp2', 'c11'), ('v42', 'gp2', 'c3')]"
421,65,"[('v61', 'cpuIntensive', 'c14'), ('v52', 'cpuIntensive', 'c14'), ('v47', 'ramIntensive', 'c36'), ('v8', 'cpuIntensive', 'c24'), ('v40', 'cpuIntensive', 'c14'), ('v93', 'cpuIntensive', 'c14'), ('v65', 'cpuIntensive', 'c14'), ('v3', 'ramIntensive', 'c32'), ('v97', 'ramIntensive', 'c14'), ('v22', 'cpuIntensive', 'c32'), ('v84', 'cpuIntensive', 'c14'), ('v53', 'ramIntensive', 'c28'), ('v44', 'cpuIntensive', 'c50'), ('v45', 'cpuIntensive', 'c36'), ('v63', 'ramIntensive', 'c36'), ('v62', 'cpuIntensive', 'c50'), ('v66', 'cpuIntensive', 'c50'), ('v28', 'cpuIntensive', 'c50'), ('v57', 'ramIntensive', 'c28'), ('v36', 'ramIntensive', 'c36'), ('v34', 'cpuIntensive', 'c28'), ('v99', 'ramIntensive', 'c36'), ('v31', 'cpuIntensive', 'c50'), ('v73', 'cpuIntensive', 'c24'), ('v90', 'ramIntensive', 'c24'), ('v20', 'ramIntensive', 'c50'), ('v89', 'cpuIntensive', 'c24'), ('v56', 'ramIntensive', 'c50'), ('v91', 'cpuIntensive', 'c28'), ('v54', 'cpuIntensive', 'c32'), ('v1', 'ramIntensive', 'c24'), ('v98', 'ramIntensive', 'c32'), ('v7', 'cpuIntensive', 'c24'), ('v24', 'gp1', 'c24'), ('v13', 'gp1', 'c24'), ('v21', 'gp1', 'c14'), ('v38', 'gp1', 'c36'), ('v10', 'gp1', 'c32'), ('v75', 'gp1', 'c36'), ('v18', 'gp1', 'c32'), ('v39', 'gp1', 'c36'), ('v41', 'gp1', 'c14'), ('v79', 'gp1', 'c28'), ('v71', 'gp1', 'c36'), ('v68', 'gp1', 'c14'), ('v77', 'gp1', 'c14'), ('v0', 'gp1', 'c24'), ('v70', 'gp1', 'c28'), ('v50', 'gp1', 'c50'), ('v86', 'gp1', 'c50'), ('v60', 'gp1', 'c50'), ('v25', 'gp1', 'c24'), ('v48', 'gp1', 'c28'), ('v23', 'gp1', 'c32'), ('v59', 'gp1', 'c28'), ('v17', 'gp2', 'c32'), ('v2', 'gp2', 'c32'), ('v78', 'gp2', 'c32'), ('v43', 'gp2', 'c24'), ('v9', 'gp2', 'c43'), ('v42', 'gp2', 'c28'), ('v85', 'gp2', 'c43'), ('v12', 'gp2', 'c43'), ('v16', 'gp2', 'c43'), ('v4', 'gp2', 'c43')]"
481,69,"[('v61', 'cpuIntensive', 'c7'), ('v52', 'cpuIntensive', 'c14'), ('v8', 'cpuIntensive', 'c44'), ('v40', 'cpuIntensive', 'c7'), ('v93', 'cpuIntensive', 'c14'), ('v65', 'cpuIntensive', 'c7'), ('v3', 'ramIntensive', 'c12'), ('v97', 'ramIntensive', 'c14'), ('v22', 'cpuIntensive', 'c12'), ('v84', 'cpuIntensive', 'c14'), ('v53', 'ramIntensive', 'c12'), ('v44', 'cpuIntensive', 'c7'), ('v45', 'cpuIntensive', 'c37'), ('v63', 'ramIntensive', 'c37'), ('v62', 'cpuIntensive', 'c7'), ('v66', 'cpuIntensive', 'c14'), ('v28', 'cpuIntensive', 'c14'), ('v57', 'ramIntensive', 'c12'), ('v34', 'cpuIntensive', 'c12'), ('v99', 'ramIntensive', 'c37'), ('v31', 'cpuIntensive', 'c14'), ('v73', 'cpuIntensive', 'c23'), ('v80', 'ramIntensive', 'c37'), ('v20', 'ramIntensive', 'c7'), ('v89', 'cpuIntensive', 'c37'), ('v56', 'ramIntensive', 'c22'), ('v91', 'cpuIntensive', 'c12'), ('v64', 'cpuIntensive', 'c22'), ('v54', 'cpuIntensive', 'c39'), ('v1', 'ramIntensive', 'c44'), ('v95', 'ramIntensive', 'c7'), ('v98', 'ramIntensive', 'c39'), ('v96', 'cpuIntensive', 'c37'), ('v7', 'cpuIntensive', 'c44'), ('v24', 'gp1', 'c44'), ('v13', 'gp1', 'c44'), ('v21', 'gp1', 'c7'), ('v10', 'gp1', 'c12'), ('v75', 'gp1', 'c37'), ('v18', 'gp1', 'c12'), ('v39', 'gp1', 'c37'), ('v41', 'gp1', 'c14'), ('v79', 'gp1', 'c12'), ('v71', 'gp1', 'c37'), ('v68', 'gp1', 'c14'), ('v77', 'gp1', 'c14'), ('v0', 'gp1', 'c44'), ('v70', 'gp1', 'c12'), ('v50', 'gp1', 'c22'), ('v86', 'gp1', 'c14'), ('v60', 'gp1', 'c22'), ('v25', 'gp1', 'c44'), ('v55', 'gp1', 'c22'), ('v48', 'gp1', 'c39'), ('v23', 'gp1', 'c39'), ('v59', 'gp1', 'c39'), ('v58', 'gp2', 'c22'), ('v17', 'gp2', 'c39'), ('v82', 'gp2', 'c22'), ('v2', 'gp2', 'c39'), ('v87', 'gp2', 'c22'), ('v29', 'gp2', 'c22'), ('v78', 'gp2', 'c39'), ('v9', 'gp2', 'c44'), ('v42', 'gp2', 'c39'), ('v85', 'gp2', 'c23'), ('v12', 'gp2', 'c44'), ('v16', 'gp2', 'c44'), ('v4', 'gp2', 'c44')]"
541,34,"[('v61', 'cpuIntensive', 'c41'), ('v52', 'cpuIntensive', 'c41'), ('v8', 'cpuIntensive', 'c48'), ('v40', 'cpuIntensive', 'c41'), ('v93', 'cpuIntensive', 'c41'), ('v65', 'cpuIntensive', 'c41'), ('v3', 'ramIntensive', 'c37'), ('v97', 'ramIntensive', 'c41'), ('v22', 'cpuIntensive', 'c37'), ('v84', 'cpuIntensive', 'c41'), ('v53', 'ramIntensive', 'c37'), ('v57', 'ramIntensive', 'c37'), ('v34', 'cpuIntensive', 'c37'), ('v91', 'cpuIntensive', 'c37'), ('v1', 'ramIntensive', 'c48'), ('v7', 'cpuIntensive', 'c48'), ('v24', 'gp1', 'c48'), ('v13', 'gp1', 'c48'), ('v21', 'gp1', 'c41'), ('v10', 'gp1', 'c37'), ('v75', 'gp1', 'c8'), ('v18', 'gp1', 'c37'), ('v41', 'gp1', 'c41'), ('v79', 'gp1', 'c37'), ('v71', 'gp1', 'c8'), ('v68', 'gp1', 'c41'), ('v77', 'gp1', 'c41'), ('v0', 'gp1', 'c48'), ('v70', 'gp1', 'c37'), ('v25', 'gp1', 'c48'), ('v9', 'gp2', 'c48'), ('v12', 'gp2', 'c48'), ('v16', 'gp2', 'c48'), ('v4', 'gp2', 'c48')]"
