time-step,latencies
1,0.0
11,0.5485574104731878
21,0.5548218954813611
31,0.5419046815851122
41,0.5531879647406517
51,0.5545979318885876
61,0.5754569309712295
71,0.5742019562708088
81,0.5961795897899574
91,0.6056058588145202
101,0.6464055152698924
111,0.6343721381493186
121,0.6501589945642073
131,0.6639596255485267
141,0.6699907163611271
151,0.7177821190035744
161,0.7149261789785463
171,0.7268877389284769
181,0.7138197437623452
191,0.701279139532629
201,0.6862376600002276
211,0.6509854280165477
221,0.6402798638857476
231,0.6353422443725548
241,0.650590516865384
251,0.6627449675394093
261,0.7294281195206087
271,0.7405953649702779
281,0.7011562599395355
291,0.7153992609910212
301,0.6876879100260052
311,0.6856885563142243
321,0.6594619268209289
331,0.6717225946243844
341,0.6546989754196868
351,0.6892816757564615
361,0.6318131797991362
371,0.6806374448454399
381,0.7141574209969246
391,0.7313012265897604
401,0.71298154094454
411,0.680929946976526
421,0.6952589635888848
431,0.6513896618217462
441,0.6533134694673906
451,0.6941389695812906
461,0.7034770611916406
471,0.692521708228551
481,0.655796045742938
491,0.629449057379644
501,0.7125849282236365
511,0.6746953044482972
521,0.6628207750341846
531,0.6733259328038953
541,0.5973204996796637
551,0.6694920815499613
561,0.6381094012579146
571,0.6070382670525131
581,0.6003135999109304
591,0.6035971051854269
601,0.6241339281254563
611,0.6279987674446242
621,0.691261048688435
631,0.7170146091722939
641,0.6824007569779107
651,0.6291808387876042
661,0.4993663252722317
671,0.6589565735292873
681,0.709499785751842
691,0.7232747680374092
701,0.7436188545218916
711,0.6319691160502445
721,0.5971888793462461
731,0.5676422384581572
741,0.5964288369057881
751,0.6118256689813174
761,0.6690209651400567
771,0.6731148481607236
781,0.6944010828021414
791,0.7346970283321388
801,0.6808893864312734
811,0.7442352076307469
821,0.7265394891090645
831,0.6873591865460923
841,0.6249352842401412
851,0.6257575618722285
861,0.6761340285315354
871,0.6580734539539544
881,0.6983890360470579
891,0.7737322679123803
901,0.7484698537746117
911,0.6079956383182055
921,0.5029119141322873
931,0.5866322582539368
941,0.625311691364483
951,0.6452178840200479
961,0.6195169611534076
971,0.31851300377560454
981,0.2970427505767372
991,0.25197308613979097
1001,0.38718088835992914
1011,0.49174643162260656
1021,0.6610997339751413
1031,0.7600081982583226
1041,0.5339146651972482
1051,0.6218560211115645
1061,0.71797895323957
1071,0.7462370585586489
1081,0.6875533454665643
1091,0.7711401854682346
1101,0.6823193135775892
1111,0.8220267313444835
1121,0.8220267313444835
1131,0.8220267313444835
1141,0.09325965256326564
1151,0.09325965256326564
1161,0.368945540645122
1171,0.368945540645122
1181,0.7123057440576901
1191,0.8280703183255704
1201,0.9151240955548907
1211,0.8301029168020251
1221,0.8301029168020251
1231,0.8119703802929572
1241,0.8119703802929572
1251,0.6733940587668261
1261,0.6733940587668261
1271,0.6733940587668261
1281,0.6733940587668261
1291,0.6733940587668261
1301,0.6733940587668261
1311,0.6733940587668261
1321,0.6733940587668261
1331,0.6733940587668261
1341,0.6733940587668261
1351,0.6733940587668261
1361,0.4547076923763794
1371,0.4547076923763794
1381,0.4547076923763794
1391,0.4547076923763794
1401,1.8412413393249571
1411,1.8412413393249571
1421,1.8412413393249571
1431,0.7198157854108732
1441,0.7198157854108732
1451,0.10518201869678016
