time-step,number of users,exec time,pricing time,two-phases time
1,32,1.6859440803527832,93.40811109542847,"[0.0154876708984375, 1.6700046062469482]"
61,49,3.1655163764953613,387.1280188560486,"[0.036041975021362305, 3.1290078163146973]"
121,69,6.917451858520508,543.2372674942017,"[0.03374052047729492, 6.883211612701416]"
181,91,8.665207386016846,996.8248507976532,"[0.04197096824645996, 8.62267017364502]"
241,100,11.421205043792725,919.0077972412109,"[0.03243136405944824, 11.388101816177368]"
301,98,11.42313265800476,1033.3549740314484,"[0.03705430030822754, 11.385575771331787]"
361,91,10.334426403045654,843.8612649440765,"[0.03607439994812012, 10.297884464263916]"
421,80,8.256656646728516,564.5299236774445,"[0.028110504150390625, 8.228070974349976]"
481,74,6.143960237503052,755.6274950504303,"[0.0353245735168457, 6.108167409896851]"
541,61,10.583277463912964,432.7988860607147,"[0.030125856399536133, 10.552546739578247]"
601,45,8.934324502944946,269.2084062099457,"[0.026285171508789062, 8.907307147979736]"
661,40,7.900644302368164,172.72750234603882,"[0.02112865447998047, 7.878838300704956]"
721,30,2.242492198944092,32.01225781440735,"[0.006502866744995117, 2.235588312149048]"
781,12,0.540452241897583,17.917611360549927,"[0.010194063186645508, 0.5298652648925781]"
841,3,0.13922715187072754,0.4175405502319336,"[0.0015420913696289062, 0.13729143142700195]"
