time-step,number of users,exec time,pricing time,two-phases time
1,32,1.6705858707427979,92.86449313163757,"[0.015398263931274414, 1.6547272205352783]"
61,49,3.156658887863159,384.29680156707764,"[0.03979992866516113, 3.116158962249756]"
121,69,6.849002838134766,540.9289813041687,"[0.03363490104675293, 6.814778089523315]"
181,91,8.590542793273926,992.243988275528,"[0.04161262512207031, 8.548309326171875]"
241,100,11.178074836730957,950.0819790363312,"[0.030980587005615234, 11.146553993225098]"
301,98,11.938650846481323,1071.9441013336182,"[0.04097175598144531, 11.897127866744995]"
361,91,10.683229923248291,844.0764946937561,"[0.03760504722595215, 10.645121097564697]"
421,80,8.246417999267578,564.5209369659424,"[0.02827596664428711, 8.217592477798462]"
481,74,6.14751672744751,691.6861472129822,"[0.03551054000854492, 6.111501455307007]"
541,61,6.171835899353027,233.27948236465454,"[0.016188859939575195, 6.155184507369995]"
601,45,4.520702600479126,136.3772087097168,"[0.013787984848022461, 4.506468296051025]"
661,40,4.143202304840088,97.96834588050842,"[0.011546611785888672, 4.131219387054443]"
721,30,2.2980122566223145,32.85451674461365,"[0.0066983699798583984, 2.2908833026885986]"
781,12,0.5553350448608398,18.470417499542236,"[0.010782480239868164, 0.5441176891326904]"
841,3,0.14304661750793457,0.4294924736022949,"[0.0015826225280761719, 0.1410503387451172]"
