time-step,number of winners,result list
1,32,"[('v8', 'c45'), ('v11', 'c3'), ('v22', 'c10'), ('v62', 'c0'), ('v7', 'c45'), ('v24', 'c45'), ('v13', 'c45'), ('v21', 'c0'), ('v10', 'c10'), ('v18', 'c10'), ('v35', 'c3'), ('v6', 'c3'), ('v14', 'c3'), ('v0', 'c45'), ('v25', 'c45'), ('v23', 'c10'), ('v3', 'c10'), ('v5', 'c3'), ('v19', 'c3'), ('v20', 'c0'), ('v1', 'c45'), ('v95', 'c0'), ('v76', 'c3'), ('v17', 'c10'), ('v27', 'c0'), ('v2', 'c10'), ('v43', 'c45'), ('v9', 'c45'), ('v15', 'c3'), ('v12', 'c45'), ('v16', 'c45'), ('v4', 'c45')]"
61,49,"[('v40', 'c0'), ('v8', 'c21'), ('v11', 'c3'), ('v22', 'c9'), ('v62', 'c0'), ('v44', 'c0'), ('v73', 'c21'), ('v89', 'c21'), ('v33', 'c5'), ('v54', 'c9'), ('v7', 'c21'), ('v24', 'c21'), ('v13', 'c21'), ('v46', 'c5'), ('v21', 'c0'), ('v10', 'c9'), ('v18', 'c9'), ('v35', 'c3'), ('v6', 'c3'), ('v14', 'c3'), ('v0', 'c21'), ('v69', 'c3'), ('v25', 'c21'), ('v23', 'c9'), ('v3', 'c9'), ('v5', 'c3'), ('v19', 'c3'), ('v20', 'c0'), ('v30', 'c3'), ('v90', 'c21'), ('v1', 'c21'), ('v95', 'c0'), ('v76', 'c3'), ('v98', 'c9'), ('v17', 'c9'), ('v92', 'c5'), ('v27', 'c0'), ('v2', 'c9'), ('v83', 'c3'), ('v78', 'c9'), ('v43', 'c21'), ('v9', 'c34'), ('v15', 'c3'), ('v26', 'c5'), ('v85', 'c34'), ('v12', 'c34'), ('v72', 'c5'), ('v16', 'c34'), ('v4', 'c34')]"
121,58,"[('v84', 'c37'), ('v40', 'c37'), ('v8', 'c21'), ('v11', 'c26'), ('v22', 'c46'), ('v93', 'c37'), ('v62', 'c37'), ('v44', 'c37'), ('v73', 'c21'), ('v89', 'c3'), ('v28', 'c37'), ('v33', 'c26'), ('v54', 'c46'), ('v64', 'c40'), ('v7', 'c21'), ('v24', 'c21'), ('v13', 'c21'), ('v46', 'c26'), ('v21', 'c37'), ('v10', 'c46'), ('v75', 'c3'), ('v18', 'c46'), ('v35', 'c26'), ('v6', 'c26'), ('v68', 'c37'), ('v14', 'c26'), ('v0', 'c21'), ('v69', 'c26'), ('v25', 'c21'), ('v48', 'c10'), ('v23', 'c46'), ('v59', 'c10'), ('v67', 'c26'), ('v3', 'c46'), ('v5', 'c26'), ('v57', 'c10'), ('v19', 'c26'), ('v20', 'c37'), ('v99', 'c3'), ('v90', 'c3'), ('v56', 'c40'), ('v1', 'c21'), ('v76', 'c26'), ('v98', 'c46'), ('v17', 'c46'), ('v82', 'c37'), ('v51', 'c3'), ('v2', 'c46'), ('v74', 'c3'), ('v78', 'c46'), ('v43', 'c21'), ('v9', 'c21'), ('v42', 'c10'), ('v88', 'c3'), ('v85', 'c21'), ('v12', 'c21'), ('v16', 'c34'), ('v4', 'c34')]"
181,77,"[('v52', 'c12'), ('v84', 'c12'), ('v40', 'c12'), ('v8', 'c3'), ('v11', 'c1'), ('v22', 'c17'), ('v93', 'c12'), ('v45', 'c3'), ('v62', 'c12'), ('v31', 'c12'), ('v91', 'c10'), ('v44', 'c12'), ('v73', 'c3'), ('v34', 'c10'), ('v89', 'c3'), ('v28', 'c39'), ('v33', 'c1'), ('v54', 'c17'), ('v96', 'c3'), ('v64', 'c39'), ('v7', 'c3'), ('v24', 'c3'), ('v13', 'c3'), ('v46', 'c1'), ('v21', 'c39'), ('v10', 'c17'), ('v75', 'c3'), ('v18', 'c17'), ('v35', 'c1'), ('v6', 'c1'), ('v41', 'c39'), ('v79', 'c17'), ('v71', 'c3'), ('v68', 'c39'), ('v77', 'c39'), ('v14', 'c1'), ('v0', 'c3'), ('v69', 'c1'), ('v70', 'c17'), ('v60', 'c39'), ('v25', 'c3'), ('v55', 'c39'), ('v48', 'c10'), ('v23', 'c17'), ('v37', 'c3'), ('v59', 'c10'), ('v67', 'c1'), ('v47', 'c50'), ('v3', 'c17'), ('v5', 'c1'), ('v53', 'c10'), ('v36', 'c30'), ('v97', 'c39'), ('v57', 'c10'), ('v19', 'c1'), ('v20', 'c39'), ('v99', 'c50'), ('v80', 'c30'), ('v30', 'c18'), ('v56', 'c39'), ('v76', 'c1'), ('v98', 'c17'), ('v58', 'c39'), ('v17', 'c17'), ('v92', 'c18'), ('v51', 'c50'), ('v2', 'c17'), ('v83', 'c18'), ('v74', 'c50'), ('v81', 'c18'), ('v49', 'c18'), ('v32', 'c18'), ('v78', 'c17'), ('v15', 'c18'), ('v26', 'c18'), ('v42', 'c10'), ('v88', 'c50')]"
241,63,"[('v52', 'c28'), ('v61', 'c28'), ('v84', 'c28'), ('v40', 'c28'), ('v8', 'c5'), ('v11', 'c29'), ('v22', 'c26'), ('v93', 'c28'), ('v45', 'c5'), ('v66', 'c28'), ('v62', 'c28'), ('v91', 'c26'), ('v73', 'c5'), ('v34', 'c26'), ('v89', 'c5'), ('v33', 'c29'), ('v54', 'c26'), ('v96', 'c5'), ('v7', 'c5'), ('v24', 'c5'), ('v13', 'c5'), ('v46', 'c29'), ('v38', 'c5'), ('v10', 'c26'), ('v75', 'c5'), ('v18', 'c26'), ('v35', 'c29'), ('v6', 'c29'), ('v39', 'c5'), ('v79', 'c26'), ('v71', 'c5'), ('v14', 'c29'), ('v0', 'c5'), ('v69', 'c29'), ('v70', 'c26'), ('v25', 'c25'), ('v48', 'c26'), ('v23', 'c26'), ('v37', 'c26'), ('v59', 'c26'), ('v67', 'c29'), ('v47', 'c26'), ('v3', 'c26'), ('v5', 'c29'), ('v19', 'c29'), ('v30', 'c35'), ('v90', 'c25'), ('v1', 'c25'), ('v76', 'c29'), ('v17', 'c26'), ('v92', 'c35'), ('v83', 'c35'), ('v81', 'c35'), ('v49', 'c35'), ('v32', 'c35'), ('v43', 'c25'), ('v9', 'c25'), ('v15', 'c35'), ('v26', 'c35'), ('v85', 'c25'), ('v12', 'c25'), ('v16', 'c25'), ('v4', 'c25')]"
301,79,"[('v52', 'c28'), ('v61', 'c28'), ('v84', 'c28'), ('v40', 'c28'), ('v8', 'c16'), ('v11', 'c43'), ('v22', 'c5'), ('v93', 'c28'), ('v45', 'c25'), ('v66', 'c28'), ('v65', 'c50'), ('v62', 'c28'), ('v31', 'c50'), ('v91', 'c5'), ('v44', 'c50'), ('v73', 'c25'), ('v34', 'c5'), ('v89', 'c16'), ('v28', 'c50'), ('v33', 'c43'), ('v54', 'c5'), ('v96', 'c25'), ('v64', 'c50'), ('v7', 'c16'), ('v24', 'c16'), ('v13', 'c16'), ('v21', 'c50'), ('v38', 'c16'), ('v10', 'c5'), ('v75', 'c16'), ('v18', 'c5'), ('v35', 'c43'), ('v6', 'c43'), ('v39', 'c16'), ('v41', 'c50'), ('v79', 'c5'), ('v71', 'c25'), ('v68', 'c50'), ('v77', 'c50'), ('v14', 'c43'), ('v0', 'c16'), ('v69', 'c43'), ('v70', 'c5'), ('v50', 'c50'), ('v86', 'c50'), ('v60', 'c50'), ('v25', 'c16'), ('v55', 'c50'), ('v48', 'c5'), ('v23', 'c5'), ('v37', 'c25'), ('v59', 'c5'), ('v67', 'c43'), ('v47', 'c25'), ('v3', 'c5'), ('v5', 'c43'), ('v63', 'c25'), ('v53', 'c5'), ('v36', 'c25'), ('v97', 'c50'), ('v19', 'c43'), ('v99', 'c16'), ('v90', 'c16'), ('v1', 'c26'), ('v76', 'c43'), ('v98', 'c30'), ('v58', 'c50'), ('v17', 'c5'), ('v51', 'c16'), ('v2', 'c30'), ('v83', 'c43'), ('v74', 'c16'), ('v78', 'c30'), ('v43', 'c26'), ('v9', 'c26'), ('v85', 'c26'), ('v12', 'c26'), ('v16', 'c26'), ('v4', 'c26')]"
361,59,"[('v52', 'c50'), ('v61', 'c50'), ('v84', 'c50'), ('v40', 'c50'), ('v8', 'c38'), ('v11', 'c2'), ('v22', 'c3'), ('v93', 'c50'), ('v45', 'c43'), ('v66', 'c50'), ('v62', 'c50'), ('v91', 'c3'), ('v73', 'c38'), ('v34', 'c3'), ('v89', 'c38'), ('v54', 'c3'), ('v96', 'c43'), ('v7', 'c38'), ('v24', 'c38'), ('v13', 'c38'), ('v38', 'c43'), ('v10', 'c3'), ('v75', 'c43'), ('v18', 'c3'), ('v6', 'c2'), ('v39', 'c43'), ('v79', 'c3'), ('v71', 'c43'), ('v14', 'c2'), ('v0', 'c38'), ('v69', 'c2'), ('v70', 'c3'), ('v25', 'c38'), ('v48', 'c3'), ('v23', 'c3'), ('v37', 'c43'), ('v59', 'c3'), ('v47', 'c43'), ('v3', 'c3'), ('v5', 'c2'), ('v63', 'c43'), ('v53', 'c3'), ('v36', 'c43'), ('v57', 'c30'), ('v19', 'c2'), ('v90', 'c38'), ('v1', 'c38'), ('v76', 'c2'), ('v98', 'c30'), ('v17', 'c3'), ('v92', 'c2'), ('v51', 'c43'), ('v2', 'c30'), ('v32', 'c2'), ('v78', 'c30'), ('v43', 'c38'), ('v15', 'c2'), ('v26', 'c2'), ('v42', 'c30')]"
421,68,"[('v52', 'c14'), ('v61', 'c14'), ('v84', 'c14'), ('v40', 'c14'), ('v8', 'c24'), ('v22', 'c32'), ('v93', 'c14'), ('v45', 'c36'), ('v66', 'c14'), ('v65', 'c50'), ('v62', 'c14'), ('v31', 'c50'), ('v91', 'c28'), ('v44', 'c50'), ('v73', 'c24'), ('v34', 'c28'), ('v89', 'c24'), ('v28', 'c50'), ('v54', 'c32'), ('v96', 'c36'), ('v64', 'c50'), ('v7', 'c24'), ('v24', 'c24'), ('v13', 'c24'), ('v21', 'c50'), ('v38', 'c36'), ('v10', 'c32'), ('v75', 'c36'), ('v18', 'c32'), ('v39', 'c36'), ('v41', 'c50'), ('v79', 'c28'), ('v71', 'c36'), ('v68', 'c50'), ('v77', 'c50'), ('v0', 'c24'), ('v70', 'c28'), ('v50', 'c50'), ('v86', 'c50'), ('v60', 'c50'), ('v25', 'c24'), ('v55', 'c50'), ('v48', 'c28'), ('v23', 'c32'), ('v37', 'c36'), ('v59', 'c28'), ('v47', 'c36'), ('v3', 'c32'), ('v63', 'c36'), ('v53', 'c28'), ('v36', 'c36'), ('v97', 'c50'), ('v57', 'c28'), ('v90', 'c24'), ('v1', 'c24'), ('v98', 'c32'), ('v58', 'c50'), ('v17', 'c32'), ('v51', 'c36'), ('v2', 'c32'), ('v78', 'c32'), ('v43', 'c24'), ('v9', 'c43'), ('v42', 'c28'), ('v85', 'c43'), ('v12', 'c43'), ('v16', 'c43'), ('v4', 'c43')]"
481,71,"[('v52', 'c14'), ('v61', 'c7'), ('v84', 'c14'), ('v40', 'c7'), ('v8', 'c44'), ('v22', 'c12'), ('v93', 'c14'), ('v45', 'c37'), ('v66', 'c14'), ('v65', 'c7'), ('v62', 'c7'), ('v31', 'c14'), ('v91', 'c12'), ('v44', 'c7'), ('v73', 'c23'), ('v34', 'c12'), ('v89', 'c37'), ('v28', 'c14'), ('v54', 'c12'), ('v96', 'c37'), ('v64', 'c22'), ('v7', 'c44'), ('v24', 'c44'), ('v13', 'c44'), ('v21', 'c7'), ('v10', 'c12'), ('v75', 'c37'), ('v18', 'c12'), ('v39', 'c37'), ('v41', 'c14'), ('v79', 'c12'), ('v71', 'c37'), ('v68', 'c14'), ('v77', 'c14'), ('v0', 'c44'), ('v70', 'c12'), ('v50', 'c14'), ('v86', 'c14'), ('v60', 'c14'), ('v25', 'c44'), ('v55', 'c14'), ('v48', 'c12'), ('v23', 'c12'), ('v37', 'c37'), ('v59', 'c12'), ('v3', 'c12'), ('v63', 'c37'), ('v53', 'c12'), ('v97', 'c22'), ('v57', 'c39'), ('v20', 'c7'), ('v99', 'c37'), ('v56', 'c22'), ('v1', 'c44'), ('v95', 'c7'), ('v98', 'c39'), ('v58', 'c22'), ('v17', 'c12'), ('v82', 'c22'), ('v51', 'c37'), ('v2', 'c39'), ('v87', 'c22'), ('v74', 'c37'), ('v29', 'c22'), ('v78', 'c39'), ('v9', 'c44'), ('v42', 'c39'), ('v85', 'c23'), ('v12', 'c44'), ('v16', 'c44'), ('v4', 'c44')]"
541,34,"[('v52', 'c41'), ('v61', 'c41'), ('v84', 'c41'), ('v40', 'c41'), ('v8', 'c48'), ('v22', 'c37'), ('v93', 'c41'), ('v66', 'c41'), ('v62', 'c41'), ('v91', 'c37'), ('v34', 'c37'), ('v7', 'c48'), ('v24', 'c48'), ('v13', 'c48'), ('v10', 'c37'), ('v75', 'c0'), ('v18', 'c37'), ('v79', 'c37'), ('v71', 'c0'), ('v0', 'c48'), ('v70', 'c37'), ('v25', 'c48'), ('v48', 'c37'), ('v23', 'c37'), ('v59', 'c37'), ('v3', 'c37'), ('v53', 'c37'), ('v1', 'c48'), ('v17', 'c37'), ('v2', 'c37'), ('v9', 'c48'), ('v12', 'c48'), ('v16', 'c48'), ('v4', 'c48')]"
601,20,"[('v52', 'c41'), ('v61', 'c41'), ('v84', 'c41'), ('v40', 'c41'), ('v22', 'c0'), ('v93', 'c41'), ('v66', 'c41'), ('v62', 'c41'), ('v34', 'c0'), ('v10', 'c0'), ('v18', 'c0'), ('v79', 'c0'), ('v48', 'c0'), ('v23', 'c0'), ('v59', 'c0'), ('v3', 'c0'), ('v53', 'c0'), ('v57', 'c0'), ('v17', 'c0'), ('v42', 'c40')]"
661,32,"[('v52', 'c15'), ('v61', 'c15'), ('v84', 'c15'), ('v40', 'c15'), ('v22', 'c0'), ('v93', 'c15'), ('v66', 'c15'), ('v65', 'c31'), ('v62', 'c15'), ('v31', 'c31'), ('v44', 'c31'), ('v34', 'c0'), ('v28', 'c31'), ('v64', 'c31'), ('v21', 'c31'), ('v10', 'c0'), ('v18', 'c0'), ('v41', 'c31'), ('v68', 'c31'), ('v77', 'c31'), ('v50', 'c31'), ('v86', 'c31'), ('v60', 'c31'), ('v55', 'c31'), ('v48', 'c0'), ('v23', 'c0'), ('v3', 'c0'), ('v97', 'c31'), ('v58', 'c31'), ('v17', 'c0'), ('v2', 'c0'), ('v78', 'c0')]"
