time-step,number of users,number of winners,social welfare
1,1,1,99
61,1,1,99
121,1,1,99
181,1,1,99
241,1,1,99
301,1,1,99
361,1,1,99
421,1,1,99
481,1,1,99
541,1,1,99
601,1,1,99
661,1,1,99
721,1,1,99
781,1,1,99
841,1,1,99
901,1,1,99
961,1,1,99
1021,1,1,99
1081,1,1,99
1141,1,1,99
1201,1,1,99
1261,1,1,99
1321,1,1,99
1381,1,1,99
1441,1,1,99
1501,1,1,99
1561,1,1,99
1621,1,1,99
1681,1,1,99
1741,1,1,99
1801,1,1,99
1861,1,1,99
1921,1,1,99
1981,1,1,99
2041,1,1,99
