time-step,number of users,used cloudlets,used cpu avg,used cpu std,unused cpu,used storage avg,used storage std,unused storage,used ram avg,used ram std,unused ram
1,1,1,4.186,0.0,95.814,3071.0,0.0,4092929,4168.0,0.0,159672
61,1,1,4.186,0.0,95.814,3071.0,0.0,4092929,4168.0,0.0,159672
121,1,1,4.186,0.0,95.814,3071.0,0.0,4092929,4168.0,0.0,159672
181,1,1,4.186,0.0,95.814,3071.0,0.0,4092929,4168.0,0.0,159672
241,1,1,4.186,0.0,95.814,3071.0,0.0,4092929,4168.0,0.0,159672
301,1,1,4.186,0.0,95.814,3071.0,0.0,4092929,4168.0,0.0,159672
361,1,1,4.186,0.0,95.814,3071.0,0.0,4092929,4168.0,0.0,159672
421,1,1,4.186,0.0,95.814,3071.0,0.0,4092929,4168.0,0.0,159672
481,1,1,4.186,0.0,95.814,3071.0,0.0,4092929,4168.0,0.0,159672
541,1,1,4.186,0.0,95.814,3071.0,0.0,4092929,4168.0,0.0,159672
601,1,1,4.186,0.0,95.814,3071.0,0.0,4092929,4168.0,0.0,159672
661,1,1,4.186,0.0,95.814,3071.0,0.0,4092929,4168.0,0.0,159672
721,1,1,4.186,0.0,95.814,3071.0,0.0,4092929,4168.0,0.0,159672
781,1,1,4.186,0.0,95.814,3071.0,0.0,4092929,4168.0,0.0,159672
841,1,1,4.186,0.0,95.814,3071.0,0.0,4092929,4168.0,0.0,159672
901,1,1,4.186,0.0,95.814,3071.0,0.0,4092929,4168.0,0.0,159672
961,1,1,4.186,0.0,95.814,3071.0,0.0,4092929,4168.0,0.0,159672
1021,1,1,4.186,0.0,95.814,3071.0,0.0,4092929,4168.0,0.0,159672
1081,1,1,4.186,0.0,95.814,3071.0,0.0,4092929,4168.0,0.0,159672
1141,1,1,4.186,0.0,95.814,3071.0,0.0,4092929,4168.0,0.0,159672
1201,1,1,4.186,0.0,95.814,3071.0,0.0,4092929,4168.0,0.0,159672
1261,1,1,4.186,0.0,95.814,3071.0,0.0,4092929,4168.0,0.0,159672
1321,1,1,4.186,0.0,95.814,3071.0,0.0,4092929,4168.0,0.0,159672
1381,1,1,4.186,0.0,95.814,3071.0,0.0,4092929,4168.0,0.0,159672
1441,1,1,4.186,0.0,95.814,3071.0,0.0,4092929,4168.0,0.0,159672
1501,1,1,4.186,0.0,95.814,3071.0,0.0,4092929,4168.0,0.0,159672
1561,1,1,4.186,0.0,95.814,3071.0,0.0,4092929,4168.0,0.0,159672
1621,1,1,4.186,0.0,95.814,3071.0,0.0,4092929,4168.0,0.0,159672
1681,1,1,4.186,0.0,95.814,3071.0,0.0,4092929,4168.0,0.0,159672
1741,1,1,4.186,0.0,95.814,3071.0,0.0,4092929,4168.0,0.0,159672
1801,1,1,4.186,0.0,95.814,3071.0,0.0,4092929,4168.0,0.0,159672
1861,1,1,4.186,0.0,95.814,3071.0,0.0,4092929,4168.0,0.0,159672
1921,1,1,4.186,0.0,95.814,3071.0,0.0,4092929,4168.0,0.0,159672
1981,1,1,4.186,0.0,95.814,3071.0,0.0,4092929,4168.0,0.0,159672
2041,1,1,4.186,0.0,95.814,3071.0,0.0,4092929,4168.0,0.0,159672
