time-step,number of users,number of winners,prices
1,32,32,0
61,49,49,0
121,69,56,0.0
181,91,79,0.0
241,100,58,0.0
301,98,72,0.0
361,91,61,0.0
421,80,65,0.0
481,74,69,0.0
541,61,34,0.0
601,45,26,0.0
661,40,31,0.0
721,30,19,0.0
781,12,12,0
841,3,3,0
