time-step,number of users,exec time,pricing time,two-phases time
1,32,1.2519686222076416,25.298547983169556,"[0.015450716018676758, 1.2360482215881348]"
61,49,1.126225471496582,89.65967869758606,"[0.036408424377441406, 1.0893292427062988]"
121,69,1.560718059539795,115.2955174446106,"[0.03229045867919922, 1.527942419052124]"
181,91,2.0819079875946045,188.43486261367798,"[0.04095149040222168, 2.040444850921631]"
241,100,2.2900431156158447,165.30017471313477,"[0.033841609954833984, 2.255596399307251]"
301,98,2.280384063720703,186.8129382133484,"[0.04028463363647461, 2.239379405975342]"
361,91,2.07893443107605,173.5144956111908,"[0.036872148513793945, 2.041524887084961]"
421,80,1.8193252086639404,117.02538800239563,"[0.027846574783325195, 1.7910008430480957]"
481,74,1.6857435703277588,139.13241243362427,"[0.035262346267700195, 1.649993896484375]"
541,61,1.370868444442749,49.63212442398071,"[0.016263246536254883, 1.3541464805603027]"
601,45,1.0160768032073975,31.582797050476074,"[0.01371622085571289, 1.0019278526306152]"
661,40,0.9020051956176758,22.7235107421875,"[0.011436939239501953, 0.8901302814483643]"
721,30,0.6751577854156494,10.207484245300293,"[0.006739139556884766, 0.6679770946502686]"
781,12,0.2845630645751953,6.224655389785767,"[0.010482072830200195, 0.2736172676086426]"
841,3,0.07487988471984863,0.22551965713500977,"[0.001604318618774414, 0.07280921936035156]"
