time-step,number of users,number of winners,prices
1,32,32,0
61,49,49,0
121,69,58,7719.208297423035
181,91,80,20691.573882509234
241,100,60,20572.378659633654
301,98,78,23281.06509527627
361,91,59,14949.874229873483
421,80,68,15565.506565334668
481,74,69,9551.869963863694
541,61,30,10296.03802222395
601,45,22,5529.004775319947
661,40,32,9643.227754846286
721,30,15,5028.798664980688
781,12,12,0
841,3,3,0
