time-step,number of users,exec time,pricing time,two-phases time
1,32,0.0008041858673095703,0.011845111846923828,[]
61,49,0.0009679794311523438,0.020914793014526367,[]
121,69,0.001252889633178711,0.027135610580444336,[]
181,91,0.0014126300811767578,0.04263424873352051,[]
241,100,0.001394510269165039,0.03009939193725586,[]
301,98,0.0014908313751220703,0.045084238052368164,[]
361,91,0.00142669677734375,0.0316622257232666,[]
421,80,0.0013937950134277344,0.03386998176574707,[]
481,74,0.001306295394897461,0.03571796417236328,[]
541,61,0.001065969467163086,0.01188969612121582,[]
601,45,0.000989675521850586,0.008524179458618164,[]
661,40,0.0009126663208007812,0.011157512664794922,[]
721,30,0.0007963180541992188,0.004612445831298828,[]
781,12,0.0006017684936523438,0.003411531448364258,[]
841,3,0.0004336833953857422,0.0009806156158447266,[]
