time-step,number of users,number of winners,prices
1,32,32,0
61,49,49,0
121,69,58,0.0
181,91,80,0.0
241,100,63,0.0
301,98,79,0.0
361,91,59,0.0
421,80,68,0.0
481,74,71,0.0
541,61,34,0.0
601,45,22,0.0
661,40,32,0.0
721,30,15,0.0
781,12,12,0
841,3,3,0
