time-step,number of users,number of winners,prices
1,32,32,0
61,49,49,0
121,69,56,6346.505472865752
181,91,84,9437.762222430978
241,100,60,15314.529159561456
301,98,70,18608.462641633727
361,91,58,9240.199386697428
421,80,61,12050.54051398246
481,74,71,7339.888562141961
541,61,34,8001.522721206491
601,45,24,3346.596024556688
661,40,30,7887.756598457321
721,30,21,3851.676231527158
781,12,12,0
841,3,3,0
