time-step,number of users,number of winners,prices
1,25,21,9455.78959022439
61,25,21,9455.78959022439
121,25,14,5340.093648517323
181,25,21,9455.78959022439
241,25,14,5340.093648517323
301,25,14,5340.093648517323
361,25,14,5340.093648517323
421,25,14,5340.093648517323
481,25,14,5340.093648517323
541,25,14,5340.093648517323
601,25,21,9455.78959022439
661,25,21,9455.78959022439
721,25,14,5340.093648517323
781,25,14,5340.093648517323
841,25,14,5340.093648517323
