time-step,number of winners,result list
1,32,"[('v24', 'gp1', 'c45'), ('v18', 'gp1', 'c10'), ('v76', 'gp2', 'c50'), ('v35', 'gp1', 'c50'), ('v17', 'gp2', 'c10'), ('v21', 'gp1', 'c0'), ('v8', 'cpuIntensive', 'c45'), ('v2', 'gp2', 'c10'), ('v11', 'cpuIntensive', 'c50'), ('v22', 'cpuIntensive', 'c10'), ('v14', 'gp1', 'c50'), ('v6', 'gp1', 'c50'), ('v27', 'gp2', 'c0'), ('v25', 'gp1', 'c45'), ('v15', 'gp2', 'c50'), ('v9', 'gp2', 'c45'), ('v62', 'cpuIntensive', 'c0'), ('v43', 'gp2', 'c45'), ('v12', 'gp2', 'c45'), ('v16', 'gp2', 'c45'), ('v0', 'gp1', 'c45'), ('v7', 'cpuIntensive', 'c45'), ('v4', 'gp2', 'c45'), ('v13', 'gp1', 'c45'), ('v10', 'gp1', 'c10'), ('v23', 'gp1', 'c10'), ('v3', 'ramIntensive', 'c10'), ('v5', 'ramIntensive', 'c50'), ('v19', 'ramIntensive', 'c50'), ('v20', 'ramIntensive', 'c0'), ('v1', 'ramIntensive', 'c45'), ('v95', 'ramIntensive', 'c0')]"
61,49,"[('v24', 'gp1', 'c21'), ('v18', 'gp1', 'c9'), ('v76', 'gp2', 'c5'), ('v35', 'gp1', 'c5'), ('v17', 'gp2', 'c9'), ('v46', 'gp1', 'c5'), ('v21', 'gp1', 'c48'), ('v40', 'cpuIntensive', 'c48'), ('v69', 'gp1', 'c5'), ('v8', 'cpuIntensive', 'c21'), ('v2', 'gp2', 'c9'), ('v11', 'cpuIntensive', 'c5'), ('v22', 'cpuIntensive', 'c9'), ('v14', 'gp1', 'c5'), ('v6', 'gp1', 'c5'), ('v83', 'gp2', 'c5'), ('v27', 'gp2', 'c48'), ('v25', 'gp1', 'c21'), ('v15', 'gp2', 'c5'), ('v44', 'cpuIntensive', 'c48'), ('v9', 'gp2', 'c21'), ('v62', 'cpuIntensive', 'c48'), ('v26', 'gp2', 'c5'), ('v43', 'gp2', 'c21'), ('v72', 'gp2', 'c5'), ('v78', 'gp2', 'c9'), ('v33', 'cpuIntensive', 'c5'), ('v89', 'cpuIntensive', 'c21'), ('v73', 'cpuIntensive', 'c21'), ('v54', 'cpuIntensive', 'c9'), ('v85', 'gp2', 'c21'), ('v12', 'gp2', 'c21'), ('v16', 'gp2', 'c21'), ('v0', 'gp1', 'c21'), ('v7', 'cpuIntensive', 'c34'), ('v4', 'gp2', 'c34'), ('v13', 'gp1', 'c21'), ('v10', 'gp1', 'c9'), ('v23', 'gp1', 'c9'), ('v3', 'ramIntensive', 'c9'), ('v5', 'ramIntensive', 'c5'), ('v19', 'ramIntensive', 'c30'), ('v20', 'ramIntensive', 'c48'), ('v30', 'ramIntensive', 'c30'), ('v90', 'ramIntensive', 'c34'), ('v1', 'ramIntensive', 'c34'), ('v95', 'ramIntensive', 'c48'), ('v98', 'ramIntensive', 'c9'), ('v92', 'ramIntensive', 'c25')]"
121,60,"[('v24', 'gp1', 'c21'), ('v18', 'gp1', 'c46'), ('v68', 'gp1', 'c37'), ('v76', 'gp2', 'c26'), ('v35', 'gp1', 'c26'), ('v17', 'gp2', 'c46'), ('v93', 'cpuIntensive', 'c37'), ('v46', 'gp1', 'c26'), ('v21', 'gp1', 'c37'), ('v40', 'cpuIntensive', 'c37'), ('v84', 'cpuIntensive', 'c37'), ('v69', 'gp1', 'c26'), ('v82', 'gp2', 'c37'), ('v8', 'cpuIntensive', 'c21'), ('v2', 'gp2', 'c46'), ('v11', 'cpuIntensive', 'c26'), ('v22', 'cpuIntensive', 'c46'), ('v14', 'gp1', 'c26'), ('v6', 'gp1', 'c26'), ('v49', 'gp2', 'c26'), ('v74', 'gp2', 'c3'), ('v83', 'gp2', 'c26'), ('v27', 'gp2', 'c37'), ('v25', 'gp1', 'c21'), ('v28', 'cpuIntensive', 'c37'), ('v15', 'gp2', 'c26'), ('v51', 'gp2', 'c3'), ('v44', 'cpuIntensive', 'c37'), ('v9', 'gp2', 'c21'), ('v88', 'gp2', 'c3'), ('v62', 'cpuIntensive', 'c37'), ('v81', 'gp2', 'c26'), ('v26', 'gp2', 'c26'), ('v43', 'gp2', 'c21'), ('v72', 'gp2', 'c26'), ('v78', 'gp2', 'c46'), ('v48', 'gp1', 'c10'), ('v89', 'cpuIntensive', 'c21'), ('v73', 'cpuIntensive', 'c21'), ('v54', 'cpuIntensive', 'c46'), ('v64', 'cpuIntensive', 'c40'), ('v42', 'gp2', 'c10'), ('v85', 'gp2', 'c21'), ('v12', 'gp2', 'c21'), ('v16', 'gp2', 'c21'), ('v0', 'gp1', 'c21'), ('v7', 'cpuIntensive', 'c34'), ('v75', 'gp1', 'c3'), ('v4', 'gp2', 'c34'), ('v13', 'gp1', 'c21'), ('v10', 'gp1', 'c46'), ('v23', 'gp1', 'c46'), ('v59', 'gp1', 'c10'), ('v3', 'ramIntensive', 'c46'), ('v57', 'ramIntensive', 'c10'), ('v99', 'ramIntensive', 'c3'), ('v90', 'ramIntensive', 'c34'), ('v56', 'ramIntensive', 'c40'), ('v1', 'ramIntensive', 'c34'), ('v98', 'ramIntensive', 'c46')]"
181,82,"[('v24', 'gp1', 'c3'), ('v18', 'gp1', 'c17'), ('v68', 'gp1', 'c12'), ('v76', 'gp2', 'c18'), ('v52', 'cpuIntensive', 'c12'), ('v35', 'gp1', 'c18'), ('v17', 'gp2', 'c17'), ('v58', 'gp2', 'c12'), ('v93', 'cpuIntensive', 'c12'), ('v46', 'gp1', 'c18'), ('v21', 'gp1', 'c12'), ('v40', 'cpuIntensive', 'c12'), ('v84', 'cpuIntensive', 'c12'), ('v69', 'gp1', 'c18'), ('v82', 'gp2', 'c12'), ('v8', 'cpuIntensive', 'c3'), ('v2', 'gp2', 'c17'), ('v70', 'gp1', 'c17'), ('v87', 'gp2', 'c12'), ('v11', 'cpuIntensive', 'c18'), ('v22', 'cpuIntensive', 'c17'), ('v14', 'gp1', 'c18'), ('v6', 'gp1', 'c18'), ('v45', 'cpuIntensive', 'c30'), ('v34', 'cpuIntensive', 'c10'), ('v41', 'gp1', 'c12'), ('v49', 'gp2', 'c18'), ('v74', 'gp2', 'c50'), ('v83', 'gp2', 'c18'), ('v27', 'gp2', 'c12'), ('v25', 'gp1', 'c3'), ('v28', 'cpuIntensive', 'c39'), ('v15', 'gp2', 'c18'), ('v51', 'gp2', 'c50'), ('v44', 'cpuIntensive', 'c39'), ('v9', 'gp2', 'c3'), ('v88', 'gp2', 'c50'), ('v62', 'cpuIntensive', 'c39'), ('v31', 'cpuIntensive', 'c39'), ('v81', 'gp2', 'c18'), ('v26', 'gp2', 'c18'), ('v43', 'gp2', 'c3'), ('v29', 'gp2', 'c39'), ('v72', 'gp2', 'c18'), ('v32', 'gp2', 'c1'), ('v78', 'gp2', 'c17'), ('v91', 'cpuIntensive', 'c10'), ('v33', 'cpuIntensive', 'c1'), ('v48', 'gp1', 'c10'), ('v89', 'cpuIntensive', 'c3'), ('v73', 'cpuIntensive', 'c3'), ('v96', 'cpuIntensive', 'c5'), ('v54', 'cpuIntensive', 'c17'), ('v64', 'cpuIntensive', 'c39'), ('v42', 'gp2', 'c10'), ('v85', 'gp2', 'c3'), ('v12', 'gp2', 'c3'), ('v77', 'gp1', 'c12'), ('v16', 'gp2', 'c3'), ('v60', 'gp1', 'c12'), ('v0', 'gp1', 'c3'), ('v75', 'gp1', 'c50'), ('v13', 'gp1', 'c3'), ('v10', 'gp1', 'c17'), ('v71', 'gp1', 'c30'), ('v23', 'gp1', 'c17'), ('v55', 'gp1', 'c39'), ('v79', 'gp1', 'c17'), ('v37', 'gp1', 'c30'), ('v59', 'gp1', 'c10'), ('v67', 'ramIntensive', 'c1'), ('v47', 'ramIntensive', 'c50'), ('v3', 'ramIntensive', 'c17'), ('v5', 'ramIntensive', 'c1'), ('v53', 'ramIntensive', 'c10'), ('v36', 'ramIntensive', 'c30'), ('v97', 'ramIntensive', 'c39'), ('v57', 'ramIntensive', 'c10'), ('v19', 'ramIntensive', 'c1'), ('v99', 'ramIntensive', 'c50'), ('v80', 'ramIntensive', 'c30'), ('v98', 'ramIntensive', 'c17')]"
241,66,"[('v24', 'gp1', 'c5'), ('v18', 'gp1', 'c26'), ('v38', 'gp1', 'c5'), ('v68', 'gp1', 'c28'), ('v76', 'gp2', 'c29'), ('v52', 'cpuIntensive', 'c28'), ('v61', 'cpuIntensive', 'c28'), ('v35', 'gp1', 'c29'), ('v17', 'gp2', 'c26'), ('v58', 'gp2', 'c28'), ('v93', 'cpuIntensive', 'c28'), ('v46', 'gp1', 'c29'), ('v21', 'gp1', 'c28'), ('v40', 'cpuIntensive', 'c28'), ('v84', 'cpuIntensive', 'c28'), ('v69', 'gp1', 'c29'), ('v82', 'gp2', 'c28'), ('v8', 'cpuIntensive', 'c5'), ('v2', 'gp2', 'c26'), ('v70', 'gp1', 'c26'), ('v87', 'gp2', 'c28'), ('v11', 'cpuIntensive', 'c29'), ('v22', 'cpuIntensive', 'c26'), ('v14', 'gp1', 'c29'), ('v6', 'gp1', 'c29'), ('v45', 'cpuIntensive', 'c5'), ('v34', 'cpuIntensive', 'c26'), ('v41', 'gp1', 'c28'), ('v49', 'gp2', 'c29'), ('v74', 'gp2', 'c5'), ('v83', 'gp2', 'c29'), ('v25', 'gp1', 'c5'), ('v15', 'gp2', 'c29'), ('v51', 'gp2', 'c5'), ('v9', 'gp2', 'c5'), ('v88', 'gp2', 'c5'), ('v81', 'gp2', 'c29'), ('v26', 'gp2', 'c29'), ('v43', 'gp2', 'c5'), ('v72', 'gp2', 'c29'), ('v32', 'gp2', 'c35'), ('v78', 'gp2', 'c26'), ('v91', 'cpuIntensive', 'c26'), ('v33', 'cpuIntensive', 'c35'), ('v48', 'gp1', 'c26'), ('v89', 'cpuIntensive', 'c5'), ('v73', 'cpuIntensive', 'c25'), ('v96', 'cpuIntensive', 'c26'), ('v54', 'cpuIntensive', 'c26'), ('v85', 'gp2', 'c25'), ('v12', 'gp2', 'c25'), ('v77', 'gp1', 'c28'), ('v16', 'gp2', 'c25'), ('v60', 'gp1', 'c28'), ('v0', 'gp1', 'c5'), ('v7', 'cpuIntensive', 'c25'), ('v75', 'gp1', 'c5'), ('v4', 'gp2', 'c25'), ('v39', 'gp1', 'c26'), ('v13', 'gp1', 'c25'), ('v10', 'gp1', 'c26'), ('v67', 'ramIntensive', 'c35'), ('v5', 'ramIntensive', 'c35'), ('v19', 'ramIntensive', 'c35'), ('v90', 'ramIntensive', 'c25'), ('v1', 'ramIntensive', 'c25')]"
301,76,"[('v24', 'gp1', 'c16'), ('v18', 'gp1', 'c5'), ('v38', 'gp1', 'c16'), ('v68', 'gp1', 'c28'), ('v76', 'gp2', 'c43'), ('v52', 'cpuIntensive', 'c28'), ('v61', 'cpuIntensive', 'c28'), ('v35', 'gp1', 'c43'), ('v17', 'gp2', 'c5'), ('v58', 'gp2', 'c28'), ('v93', 'cpuIntensive', 'c28'), ('v21', 'gp1', 'c28'), ('v40', 'cpuIntensive', 'c28'), ('v84', 'cpuIntensive', 'c28'), ('v69', 'gp1', 'c43'), ('v82', 'gp2', 'c28'), ('v8', 'cpuIntensive', 'c16'), ('v2', 'gp2', 'c5'), ('v70', 'gp1', 'c5'), ('v87', 'gp2', 'c28'), ('v11', 'cpuIntensive', 'c43'), ('v65', 'cpuIntensive', 'c50'), ('v22', 'cpuIntensive', 'c5'), ('v14', 'gp1', 'c43'), ('v66', 'cpuIntensive', 'c50'), ('v6', 'gp1', 'c43'), ('v45', 'cpuIntensive', 'c25'), ('v34', 'cpuIntensive', 'c5'), ('v41', 'gp1', 'c28'), ('v49', 'gp2', 'c43'), ('v74', 'gp2', 'c16'), ('v83', 'gp2', 'c43'), ('v27', 'gp2', 'c50'), ('v25', 'gp1', 'c16'), ('v28', 'cpuIntensive', 'c50'), ('v15', 'gp2', 'c43'), ('v51', 'gp2', 'c16'), ('v44', 'cpuIntensive', 'c50'), ('v9', 'gp2', 'c16'), ('v88', 'gp2', 'c16'), ('v62', 'cpuIntensive', 'c50'), ('v31', 'cpuIntensive', 'c50'), ('v26', 'gp2', 'c43'), ('v94', 'gp2', 'c50'), ('v43', 'gp2', 'c16'), ('v29', 'gp2', 'c50'), ('v72', 'gp2', 'c43'), ('v32', 'gp2', 'c43'), ('v78', 'gp2', 'c5'), ('v91', 'cpuIntensive', 'c5'), ('v48', 'gp1', 'c5'), ('v89', 'cpuIntensive', 'c16'), ('v73', 'cpuIntensive', 'c25'), ('v96', 'cpuIntensive', 'c25'), ('v54', 'cpuIntensive', 'c5'), ('v42', 'gp2', 'c5'), ('v85', 'gp2', 'c25'), ('v12', 'gp2', 'c16'), ('v77', 'gp1', 'c28'), ('v16', 'gp2', 'c25'), ('v60', 'gp1', 'c28'), ('v0', 'gp1', 'c16'), ('v7', 'cpuIntensive', 'c25'), ('v75', 'gp1', 'c16'), ('v4', 'gp2', 'c25'), ('v39', 'gp1', 'c25'), ('v13', 'gp1', 'c25'), ('v10', 'gp1', 'c5'), ('v71', 'gp1', 'c25'), ('v23', 'gp1', 'c5'), ('v79', 'gp1', 'c25'), ('v37', 'gp1', 'c25'), ('v59', 'gp1', 'c25'), ('v3', 'ramIntensive', 'c30'), ('v1', 'ramIntensive', 'c26'), ('v98', 'ramIntensive', 'c30')]"
361,67,"[('v24', 'gp1', 'c38'), ('v18', 'gp1', 'c30'), ('v38', 'gp1', 'c43'), ('v68', 'gp1', 'c50'), ('v76', 'gp2', 'c11'), ('v52', 'cpuIntensive', 'c50'), ('v61', 'cpuIntensive', 'c50'), ('v17', 'gp2', 'c30'), ('v58', 'gp2', 'c50'), ('v93', 'cpuIntensive', 'c50'), ('v21', 'gp1', 'c50'), ('v40', 'cpuIntensive', 'c50'), ('v84', 'cpuIntensive', 'c50'), ('v69', 'gp1', 'c11'), ('v82', 'gp2', 'c50'), ('v8', 'cpuIntensive', 'c38'), ('v2', 'gp2', 'c30'), ('v70', 'gp1', 'c30'), ('v87', 'gp2', 'c50'), ('v11', 'cpuIntensive', 'c11'), ('v22', 'cpuIntensive', 'c30'), ('v14', 'gp1', 'c11'), ('v6', 'gp1', 'c11'), ('v45', 'cpuIntensive', 'c43'), ('v34', 'cpuIntensive', 'c30'), ('v41', 'gp1', 'c50'), ('v74', 'gp2', 'c43'), ('v25', 'gp1', 'c38'), ('v15', 'gp2', 'c11'), ('v51', 'gp2', 'c43'), ('v9', 'gp2', 'c38'), ('v88', 'gp2', 'c43'), ('v26', 'gp2', 'c11'), ('v43', 'gp2', 'c38'), ('v32', 'gp2', 'c11'), ('v78', 'gp2', 'c30'), ('v91', 'cpuIntensive', 'c30'), ('v48', 'gp1', 'c30'), ('v89', 'cpuIntensive', 'c38'), ('v73', 'cpuIntensive', 'c38'), ('v96', 'cpuIntensive', 'c43'), ('v54', 'cpuIntensive', 'c30'), ('v42', 'gp2', 'c30'), ('v85', 'gp2', 'c38'), ('v12', 'gp2', 'c38'), ('v77', 'gp1', 'c50'), ('v16', 'gp2', 'c38'), ('v60', 'gp1', 'c50'), ('v0', 'gp1', 'c38'), ('v75', 'gp1', 'c43'), ('v39', 'gp1', 'c43'), ('v13', 'gp1', 'c38'), ('v10', 'gp1', 'c30'), ('v71', 'gp1', 'c43'), ('v23', 'gp1', 'c30'), ('v79', 'gp1', 'c3'), ('v37', 'gp1', 'c43'), ('v59', 'gp1', 'c3'), ('v47', 'ramIntensive', 'c43'), ('v3', 'ramIntensive', 'c3'), ('v5', 'ramIntensive', 'c11'), ('v63', 'ramIntensive', 'c43'), ('v53', 'ramIntensive', 'c3'), ('v57', 'ramIntensive', 'c3'), ('v19', 'ramIntensive', 'c11'), ('v98', 'ramIntensive', 'c3'), ('v92', 'ramIntensive', 'c11')]"
421,68,"[('v24', 'gp1', 'c24'), ('v18', 'gp1', 'c32'), ('v38', 'gp1', 'c36'), ('v68', 'gp1', 'c14'), ('v52', 'cpuIntensive', 'c14'), ('v61', 'cpuIntensive', 'c14'), ('v17', 'gp2', 'c32'), ('v58', 'gp2', 'c14'), ('v93', 'cpuIntensive', 'c14'), ('v21', 'gp1', 'c14'), ('v40', 'cpuIntensive', 'c14'), ('v84', 'cpuIntensive', 'c14'), ('v82', 'gp2', 'c14'), ('v8', 'cpuIntensive', 'c24'), ('v2', 'gp2', 'c32'), ('v70', 'gp1', 'c28'), ('v87', 'gp2', 'c14'), ('v65', 'cpuIntensive', 'c50'), ('v22', 'cpuIntensive', 'c32'), ('v66', 'cpuIntensive', 'c50'), ('v45', 'cpuIntensive', 'c36'), ('v34', 'cpuIntensive', 'c28'), ('v41', 'gp1', 'c14'), ('v74', 'gp2', 'c36'), ('v27', 'gp2', 'c50'), ('v25', 'gp1', 'c24'), ('v28', 'cpuIntensive', 'c50'), ('v51', 'gp2', 'c36'), ('v44', 'cpuIntensive', 'c50'), ('v9', 'gp2', 'c24'), ('v88', 'gp2', 'c36'), ('v62', 'cpuIntensive', 'c50'), ('v31', 'cpuIntensive', 'c50'), ('v94', 'gp2', 'c50'), ('v43', 'gp2', 'c24'), ('v29', 'gp2', 'c50'), ('v78', 'gp2', 'c32'), ('v91', 'cpuIntensive', 'c28'), ('v48', 'gp1', 'c28'), ('v89', 'cpuIntensive', 'c24'), ('v73', 'cpuIntensive', 'c24'), ('v96', 'cpuIntensive', 'c36'), ('v54', 'cpuIntensive', 'c32'), ('v42', 'gp2', 'c28'), ('v85', 'gp2', 'c24'), ('v12', 'gp2', 'c24'), ('v77', 'gp1', 'c14'), ('v16', 'gp2', 'c24'), ('v60', 'gp1', 'c14'), ('v0', 'gp1', 'c24'), ('v7', 'cpuIntensive', 'c43'), ('v75', 'gp1', 'c36'), ('v4', 'gp2', 'c43'), ('v39', 'gp1', 'c36'), ('v13', 'gp1', 'c24'), ('v10', 'gp1', 'c32'), ('v71', 'gp1', 'c36'), ('v23', 'gp1', 'c32'), ('v79', 'gp1', 'c28'), ('v37', 'gp1', 'c36'), ('v59', 'gp1', 'c28'), ('v47', 'ramIntensive', 'c36'), ('v3', 'ramIntensive', 'c32'), ('v63', 'ramIntensive', 'c36'), ('v53', 'ramIntensive', 'c28'), ('v57', 'ramIntensive', 'c28'), ('v1', 'ramIntensive', 'c43'), ('v98', 'ramIntensive', 'c32')]"
481,72,"[('v24', 'gp1', 'c44'), ('v18', 'gp1', 'c12'), ('v68', 'gp1', 'c14'), ('v52', 'cpuIntensive', 'c14'), ('v61', 'cpuIntensive', 'c7'), ('v17', 'gp2', 'c12'), ('v58', 'gp2', 'c14'), ('v93', 'cpuIntensive', 'c14'), ('v21', 'gp1', 'c7'), ('v40', 'cpuIntensive', 'c7'), ('v84', 'cpuIntensive', 'c14'), ('v82', 'gp2', 'c14'), ('v8', 'cpuIntensive', 'c44'), ('v2', 'gp2', 'c12'), ('v70', 'gp1', 'c12'), ('v87', 'gp2', 'c14'), ('v65', 'cpuIntensive', 'c7'), ('v22', 'cpuIntensive', 'c12'), ('v66', 'cpuIntensive', 'c14'), ('v45', 'cpuIntensive', 'c37'), ('v34', 'cpuIntensive', 'c12'), ('v41', 'gp1', 'c14'), ('v74', 'gp2', 'c37'), ('v27', 'gp2', 'c7'), ('v25', 'gp1', 'c44'), ('v28', 'cpuIntensive', 'c14'), ('v51', 'gp2', 'c37'), ('v44', 'cpuIntensive', 'c7'), ('v9', 'gp2', 'c44'), ('v62', 'cpuIntensive', 'c7'), ('v31', 'cpuIntensive', 'c22'), ('v94', 'gp2', 'c7'), ('v29', 'gp2', 'c22'), ('v78', 'gp2', 'c12'), ('v91', 'cpuIntensive', 'c12'), ('v48', 'gp1', 'c12'), ('v89', 'cpuIntensive', 'c37'), ('v73', 'cpuIntensive', 'c23'), ('v96', 'cpuIntensive', 'c37'), ('v54', 'cpuIntensive', 'c12'), ('v64', 'cpuIntensive', 'c22'), ('v42', 'gp2', 'c12'), ('v85', 'gp2', 'c23'), ('v12', 'gp2', 'c44'), ('v77', 'gp1', 'c14'), ('v16', 'gp2', 'c44'), ('v60', 'gp1', 'c14'), ('v0', 'gp1', 'c44'), ('v7', 'cpuIntensive', 'c44'), ('v75', 'gp1', 'c37'), ('v4', 'gp2', 'c44'), ('v39', 'gp1', 'c37'), ('v13', 'gp1', 'c44'), ('v10', 'gp1', 'c12'), ('v50', 'gp1', 'c14'), ('v71', 'gp1', 'c37'), ('v23', 'gp1', 'c12'), ('v55', 'gp1', 'c22'), ('v79', 'gp1', 'c39'), ('v86', 'gp1', 'c22'), ('v37', 'gp1', 'c37'), ('v59', 'gp1', 'c39'), ('v3', 'ramIntensive', 'c39'), ('v63', 'ramIntensive', 'c37'), ('v53', 'ramIntensive', 'c39'), ('v97', 'ramIntensive', 'c22'), ('v57', 'ramIntensive', 'c39'), ('v20', 'ramIntensive', 'c7'), ('v99', 'ramIntensive', 'c37'), ('v56', 'ramIntensive', 'c22'), ('v1', 'ramIntensive', 'c44'), ('v98', 'ramIntensive', 'c39')]"
541,40,"[('v24', 'gp1', 'c48'), ('v18', 'gp1', 'c37'), ('v68', 'gp1', 'c41'), ('v52', 'cpuIntensive', 'c41'), ('v61', 'cpuIntensive', 'c41'), ('v17', 'gp2', 'c37'), ('v58', 'gp2', 'c41'), ('v93', 'cpuIntensive', 'c41'), ('v21', 'gp1', 'c41'), ('v40', 'cpuIntensive', 'c41'), ('v84', 'cpuIntensive', 'c41'), ('v82', 'gp2', 'c41'), ('v8', 'cpuIntensive', 'c48'), ('v2', 'gp2', 'c37'), ('v70', 'gp1', 'c37'), ('v87', 'gp2', 'c41'), ('v22', 'cpuIntensive', 'c37'), ('v34', 'cpuIntensive', 'c37'), ('v41', 'gp1', 'c41'), ('v25', 'gp1', 'c48'), ('v9', 'gp2', 'c48'), ('v78', 'gp2', 'c37'), ('v91', 'cpuIntensive', 'c37'), ('v48', 'gp1', 'c37'), ('v42', 'gp2', 'c37'), ('v12', 'gp2', 'c48'), ('v77', 'gp1', 'c41'), ('v16', 'gp2', 'c48'), ('v60', 'gp1', 'c41'), ('v0', 'gp1', 'c48'), ('v7', 'cpuIntensive', 'c48'), ('v75', 'gp1', 'c8'), ('v4', 'gp2', 'c48'), ('v13', 'gp1', 'c48'), ('v10', 'gp1', 'c37'), ('v71', 'gp1', 'c8'), ('v23', 'gp1', 'c37'), ('v79', 'gp1', 'c37'), ('v59', 'gp1', 'c37'), ('v1', 'ramIntensive', 'c48')]"
