time-step,number of users,number of winners,prices
1,32,32,0
61,49,49,0
121,69,60,6125.300869668729
181,91,82,13161.666075735773
241,100,66,17436.297540785137
301,98,76,18139.439669131618
361,91,67,12433.706220390806
421,80,68,13887.332582141144
481,74,72,4346.596518271696
541,61,40,7753.905567896809
601,45,28,5734.990197831522
661,40,32,11471.609032077518
721,30,21,5631.203059233336
781,12,12,0
841,3,3,0
