time-step,number of users,exec time
1,100,4.587712049484253
61,100,4.495628595352173
121,100,5.3590874671936035
181,100,7.312264442443848
241,99,6.000790357589722
301,97,6.000790357589722
361,92,4.624626874923706
421,74,3.7833828926086426
481,67,3.5039620399475098
541,61,2.9358251094818115
601,48,2.4347455501556396
661,39,1.9185960292816162
721,32,1.8860950469970703
781,21,1.2433571815490723
841,13,0.785313606262207
901,10,0.7122387886047363
961,3,0.10812163352966309
