time-step,number of users,exec time
1,30,0.6098670959472656
61,45,0.8870785236358643
121,75,1.301504373550415
181,91,1.7447726726531982
241,99,1.6953811645507812
301,100,2.1820690631866455
361,100,2.236271858215332
421,100,2.527860164642334
481,100,2.101696729660034
541,100,1.8886218070983887
601,90,1.9490857124328613
661,59,1.0614778995513916
721,38,1.0280241966247559
781,19,0.48421812057495117
