time-step,number of users,number of winners,prices
1,32,32,0
61,49,49,0
121,69,58,7996.215431875141
181,91,80,15030.000505353795
241,100,59,16106.573362465928
301,98,70,23295.128640624178
361,91,58,15677.180849055785
421,80,63,16641.03388366058
481,74,69,9771.241609869983
541,61,30,10387.065545727832
601,45,22,5520.443299217757
661,40,28,10326.446903340424
721,30,15,4985.559062568917
781,12,12,0
841,3,3,0
