time-step,number of users,exec time,pricing time,two-phases time
1,32,1.19264554977417,25.417371034622192,"[0.029579639434814453, 1.1624348163604736]"
61,49,1.1278083324432373,89.77288246154785,"[0.036382198333740234, 1.090956211090088]"
121,69,1.5813982486724854,154.92565631866455,"[0.03466010093688965, 1.5462760925292969]"
181,91,4.031160831451416,371.2538080215454,"[0.07661151885986328, 3.9537694454193115]"
241,100,4.397876977920532,324.8639748096466,"[0.05899381637573242, 4.338122844696045]"
301,98,4.334750413894653,362.29129433631897,"[0.07011985778808594, 4.2638325691223145]"
361,91,4.03350567817688,322.95516419410706,"[0.06821942329406738, 3.964493989944458]"
421,80,3.3387374877929688,209.576331615448,"[0.05256032943725586, 3.2855021953582764]"
481,74,3.072009801864624,150.50834703445435,"[0.06284093856811523, 3.008502960205078]"
541,61,1.1972534656524658,43.25376224517822,"[0.01434016227722168, 1.182527780532837]"
601,45,0.8872537612915039,27.55683469772339,"[0.012008905410766602, 0.874903678894043]"
661,40,0.7875015735626221,19.821319580078125,"[0.00998234748840332, 0.7771701812744141]"
721,30,0.5923373699188232,8.939255714416504,"[0.005925893783569336, 0.5860674381256104]"
781,12,0.24874567985534668,5.4370410442352295,"[0.009517431259155273, 0.23888731002807617]"
841,3,0.06470537185668945,0.19582295417785645,"[0.0013709068298339844, 0.0629887580871582]"
