time-step,number of users,exec time
1,30,0.6562695503234863
61,45,0.9580097198486328
121,75,1.4082729816436768
181,91,1.9262502193450928
241,99,1.8481650352478027
301,100,2.309718132019043
361,100,2.8820345401763916
421,100,3.172584295272827
481,100,2.206164836883545
541,100,2.042844772338867
601,90,2.001127004623413
661,59,1.102654218673706
721,38,1.03483247756958
781,19,0.48342180252075195
