time-step,number of users,exec time
1,100,4.61328649520874
61,100,4.486164569854736
121,100,5.386310577392578
181,100,6.60493540763855
241,99,5.387522220611572
301,97,5.460912227630615
361,92,4.6336119174957275
421,74,3.730282783508301
481,67,3.502635955810547
541,61,2.960742235183716
601,48,2.4121928215026855
661,39,2.1427249908447266
721,32,1.8816282749176025
781,21,1.234938383102417
841,13,0.7821485996246338
901,10,0.7073736190795898
961,3,0.10747671127319336
