time-step,number of users,avg latency (for the allocated)
1,30,0.2950989135097771
61,45,0.18356735101670452
121,75,0.26036505278804606
181,91,0.2632503892358261
241,99,0.3161667880651342
301,100,0.15578636401113527
361,100,0.15417028446295208
421,100,0.1294616436149249
481,100,0.22701706819877057
541,100,0.24739025549415358
601,90,0.24118528902015995
661,59,0.20971433034040415
721,38,0.23584386817522432
781,19,0.14165133013380632
