time-step,number of users,avg latency (for the allocated)
1,32,0.2792743405356623
61,49,0.390710500823613
121,69,0.24618644126410577
181,91,0.30090796714605483
241,100,0.19922362489772819
301,98,0.2573452889682209
361,91,0.21712417659875274
421,80,0.2360251217409115
481,74,0.30688396430668385
541,61,0.10499008809678453
601,45,0.15284486046554172
661,40,0.21483555950398792
721,30,0.10655225377850797
781,12,0.2614176511089568
841,3,0.28495332119796574
