time-step,number of users,exec time
1,30,0.0005438327789306641
61,30,0.0005600452423095703
121,30,0.0005292892456054688
181,30,0.0005037784576416016
241,30,0.000492095947265625
301,28,0.0004982948303222656
361,28,0.0005481243133544922
421,23,0.0005156993865966797
481,21,0.0004391670227050781
541,15,0.0004239082336425781
601,15,0.00044226646423339844
661,13,0.0004296302795410156
721,9,0.0004172325134277344
781,7,0.0003829002380371094
841,6,0.0003368854522705078
