time-step,number of users,avg latency (for the allocated)
1,30,0.0
61,30,0.07698050400828875
121,30,0.3051755777060982
181,30,0.4825000556290376
241,30,0.8130236603127883
301,28,0.4137398069049614
361,28,0.31230734223050777
421,23,0.5806900089699397
481,21,0.4083881148776157
541,15,0.6274351713608156
601,15,0.4584815903308766
661,13,0.5292862309038026
721,9,0.5990619032230603
781,7,0.5230468076620358
841,6,0.803982371555624
