time-step,number of users,number of winners,prices
1,30,20,970.54033349575
61,30,22,848.6679930702182
121,30,27,564.8794326241134
181,30,25,853.8723404255319
241,30,27,564.8794326241134
301,28,22,866.8794326241134
361,28,24,584.0
421,23,22,600.0
481,21,20,450.0
541,15,15,0
601,15,15,0
661,13,14,0
721,9,9,0
781,7,7,0
841,6,6,0
