time-step,number of users,avg latency (for the allocated)
1,32,0.24794526152577867
61,49,0.359408141681323
121,69,0.24712528398273226
181,91,0.29250275767568884
241,100,0.19922362489772819
301,98,0.2573452889682209
361,91,0.22145897345397694
421,80,0.2360251217409115
481,74,0.30688396430668385
541,61,0.09869242776008225
601,45,0.1375716167277582
661,40,0.21480671069724194
721,30,0.10655225377850797
781,12,0.2614176511089568
841,3,0.28495332119796574
