time-step,number of users,exec time,pricing time,two-phases time
1,32,0.0012116432189941406,0.010137557983398438,[]
61,49,0.001779794692993164,0.019713163375854492,[]
121,69,0.0022263526916503906,0.02449774742126465,[]
181,91,0.0024459362030029297,0.045999765396118164,[]
241,100,0.002164125442504883,0.030687808990478516,[]
301,98,0.002268075942993164,0.039490699768066406,[]
361,91,0.0017952919006347656,0.028075695037841797,[]
421,80,0.0025320053100585938,0.0311739444732666,[]
481,74,0.0022110939025878906,0.036115407943725586,[]
541,61,0.0018699169158935547,0.013058900833129883,[]
601,45,0.0017573833465576172,0.008412361145019531,[]
661,40,0.001483917236328125,0.011123418807983398,[]
721,30,0.0012743473052978516,0.006017923355102539,[]
781,12,0.0014958381652832031,0.003063201904296875,[]
841,3,0.0009980201721191406,0.001135110855102539,[]
