time-step,number of users,number of winners,prices
1,32,32,0.0
61,49,49,0.0
121,69,62,4588.0
181,91,84,13462.0
241,100,63,20326.0
301,98,79,18386.0
361,91,58,14866.0
421,80,62,13800.98860574115
481,74,71,8271.0
541,61,35,10839.0
601,45,24,6404.0
661,40,28,9312.000241087757
721,30,17,6331.0
781,12,12,0.0
841,3,3,0.0
