time-step,number of users,exec time,pricing time,two-phases time
1,73,0.0015308856964111328,0.052559614181518555,[]
61,101,0.0018434524536132812,0.07539868354797363,[]
121,130,0.0023660659790039062,0.1057443618774414,[]
181,163,0.0031752586364746094,0.12533044815063477,[]
241,205,0.0032422542572021484,0.22498321533203125,[]
301,234,0.003117799758911133,0.12643003463745117,[]
361,246,0.003818988800048828,0.23062539100646973,[]
421,248,0.004373311996459961,0.18184304237365723,[]
481,250,0.004160165786743164,0.2391202449798584,[]
541,250,0.0043790340423583984,0.21142363548278809,[]
601,250,0.004059553146362305,0.2127227783203125,[]
661,250,0.004156827926635742,0.18190741539001465,[]
721,250,0.0037987232208251953,0.21960783004760742,[]
781,250,0.00363922119140625,0.2142333984375,[]
841,247,0.0038788318634033203,0.20543265342712402,[]
901,243,0.004232645034790039,0.22313332557678223,[]
961,227,0.0038051605224609375,0.18046951293945312,[]
1021,207,0.004987001419067383,0.1884598731994629,[]
1081,184,0.0034224987030029297,0.15085339546203613,[]
1141,151,0.002792835235595703,0.11492633819580078,[]
1201,133,0.002657175064086914,0.10050797462463379,[]
1261,105,0.0031566619873046875,0.06032252311706543,[]
1321,77,0.0019447803497314453,0.0487823486328125,[]
1381,55,0.001569509506225586,0.030894041061401367,[]
1441,40,0.06141185760498047,0.020370960235595703,[]
1501,35,0.0013675689697265625,0.02095341682434082,[]
1561,17,0.001123666763305664,0.00910186767578125,[]
1621,14,0.0011148452758789062,0.0073397159576416016,[]
1681,11,0.0010807514190673828,0.005711078643798828,[]
1741,10,0.0009746551513671875,0.0051860809326171875,[]
1801,8,0.001027822494506836,0.004076480865478516,[]
1861,8,0.0010578632354736328,0.004193544387817383,[]
1921,7,0.0011012554168701172,0.003619670867919922,[]
