time-step,number of users,number of winners,prices
1,32,32,0
61,49,49,0
121,69,58,8483.19391436443
181,91,76,13130.047345792875
241,100,60,16680.222329816996
301,98,67,25181.848075943486
361,91,58,15927.421541000025
421,80,60,17157.85180856799
481,74,70,9195.613479364069
541,61,33,10994.813255695291
601,45,20,8118.028190509523
661,40,25,10736.850464988836
721,30,15,5146.688767915935
781,12,12,0
841,3,3,0
