time-step,number of winners,result list
1,1,"[('v0', 'ramIntensive', 'c12')]"
31,1,"[('v0', 'ramIntensive', 'c12')]"
61,1,"[('v0', 'ramIntensive', 'c12')]"
91,1,"[('v0', 'ramIntensive', 'c37')]"
121,1,"[('v0', 'ramIntensive', 'c11')]"
151,1,"[('v0', 'ramIntensive', 'c26')]"
181,1,"[('v0', 'ramIntensive', 'c26')]"
211,1,"[('v0', 'ramIntensive', 'c16')]"
241,1,"[('v0', 'ramIntensive', 'c31')]"
271,1,"[('v0', 'ramIntensive', 'c31')]"
301,1,"[('v0', 'ramIntensive', 'c31')]"
331,1,"[('v0', 'ramIntensive', 'c66')]"
361,1,"[('v0', 'ramIntensive', 'c22')]"
391,1,"[('v0', 'ramIntensive', 'c22')]"
421,1,"[('v0', 'ramIntensive', 'c74')]"
451,1,"[('v0', 'ramIntensive', 'c78')]"
481,1,"[('v0', 'ramIntensive', 'c78')]"
511,1,"[('v0', 'ramIntensive', 'c72')]"
541,1,"[('v0', 'ramIntensive', 'c79')]"
571,0,[]
601,1,"[('v0', 'ramIntensive', 'c6')]"
631,1,"[('v0', 'ramIntensive', 'c6')]"
661,1,"[('v0', 'ramIntensive', 'c49')]"
691,1,"[('v0', 'ramIntensive', 'c18')]"
721,1,"[('v0', 'ramIntensive', 'c3')]"
751,1,"[('v0', 'ramIntensive', 'c3')]"
781,1,"[('v0', 'ramIntensive', 'c80')]"
811,1,"[('v0', 'ramIntensive', 'c35')]"
841,1,"[('v0', 'ramIntensive', 'c35')]"
871,1,"[('v0', 'ramIntensive', 'c35')]"
901,1,"[('v0', 'ramIntensive', 'c2')]"
931,1,"[('v0', 'ramIntensive', 'c13')]"
961,1,"[('v0', 'ramIntensive', 'c13')]"
991,1,"[('v0', 'ramIntensive', 'c30')]"
1021,1,"[('v0', 'ramIntensive', 'c40')]"
1051,1,"[('v0', 'ramIntensive', 'c40')]"
1081,1,"[('v0', 'ramIntensive', 'c40')]"
1111,1,"[('v0', 'ramIntensive', 'c20')]"
1141,1,"[('v0', 'ramIntensive', 'c55')]"
1171,1,"[('v0', 'ramIntensive', 'c71')]"
1201,0,[]
1231,0,[]
1261,0,[]
1291,0,[]
1321,0,[]
1351,0,[]
1381,1,"[('v0', 'ramIntensive', 'c9')]"
1411,1,"[('v0', 'ramIntensive', 'c9')]"
1441,1,"[('v0', 'ramIntensive', 'c68')]"
1471,1,"[('v0', 'ramIntensive', 'c48')]"
1501,1,"[('v0', 'ramIntensive', 'c5')]"
1531,1,"[('v0', 'ramIntensive', 'c61')]"
1561,1,"[('v0', 'ramIntensive', 'c19')]"
1591,1,"[('v0', 'ramIntensive', 'c24')]"
1621,1,"[('v0', 'ramIntensive', 'c46')]"
1651,1,"[('v0', 'ramIntensive', 'c46')]"
1681,1,"[('v0', 'ramIntensive', 'c25')]"
1711,1,"[('v0', 'ramIntensive', 'c25')]"
1741,1,"[('v0', 'ramIntensive', 'c25')]"
1771,1,"[('v0', 'ramIntensive', 'c56')]"
1801,1,"[('v0', 'ramIntensive', 'c32')]"
1831,1,"[('v0', 'ramIntensive', 'c41')]"
1861,1,"[('v0', 'ramIntensive', 'c8')]"
1891,1,"[('v0', 'ramIntensive', 'c8')]"
1921,1,"[('v0', 'ramIntensive', 'c29')]"
1951,1,"[('v0', 'ramIntensive', 'c76')]"
1981,1,"[('v0', 'ramIntensive', 'c59')]"
2011,1,"[('v0', 'ramIntensive', 'c7')]"
2041,1,"[('v0', 'ramIntensive', 'c62')]"
2071,1,"[('v0', 'ramIntensive', 'c77')]"
2101,1,"[('v0', 'ramIntensive', 'c43')]"
2131,1,"[('v0', 'ramIntensive', 'c58')]"
2161,1,"[('v0', 'ramIntensive', 'c58')]"
2191,1,"[('v0', 'ramIntensive', 'c36')]"
2221,1,"[('v0', 'ramIntensive', 'c36')]"
2251,1,"[('v0', 'ramIntensive', 'c38')]"
2281,1,"[('v0', 'ramIntensive', 'c10')]"
2311,1,"[('v0', 'ramIntensive', 'c10')]"
